experiment,ticker,weighted_enterprise_value_usd,weighted_explicit_fcff_usd,weighted_terminal_value_usd,fair_value,market_price,value_gap_pct,terminal_value_share_pct
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,RRC,12589389019.273056,2345046761.1246204,10244342258.148434,49.9544589667277,41.060001373291016,21.6620976521019,81.37283106007291
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,SM,22066684409.08143,4044876858.7863035,18021807550.295128,87.35594529490872,37.20000076293945,134.8278051164375,81.66975706997626
MARGIN_PREMIUM_PROXY_1Y_FADE,AR,13510939155.437222,255434374.10603055,13255504781.331192,34.48912700731104,37.93999862670898,-9.095602910666933,98.1094254724459
MARGIN_PREMIUM_PROXY_1Y_FADE,CNX,3359540129.2121577,110277207.23888838,3249262921.9732695,7.043059618416731,36.36000061035156,-80.62964933941284,96.71749099586587
MARGIN_PREMIUM_PROXY_1Y_FADE,COP,204247011890.5296,26643055697.901398,177603956192.62823,154.20088321137874,134.8699951171875,14.332979012414725,86.9554734479145
MARGIN_PREMIUM_PROXY_1Y_FADE,DVN,67618029328.8264,10283472955.536354,57334556373.290054,98.1574337444905,49.09999847412109,99.91331322795436,84.79181801420472
MARGIN_PREMIUM_PROXY_1Y_FADE,EOG,69027993778.05142,11393350908.858425,57634642869.19299,121.93487603461914,153.0500030517578,-20.33004011546232,83.49459359127263
MARGIN_PREMIUM_PROXY_1Y_FADE,EQT,-27559623587.424248,-11468165728.830978,-16091457858.59327,-58.98489569165382,53.720001220703125,-209.80062239634063,58.3877998462068
MARGIN_PREMIUM_PROXY_1Y_FADE,FANG,171686073468.63464,12379903064.12437,159306170404.51025,539.5943778250719,210.72000122070312,156.07174197949703,92.78922115579394
MARGIN_PREMIUM_PROXY_1Y_FADE,MGY,9439753842.699999,1769508017.5486355,7670245825.151364,49.58522587405949,28.13999938964844,76.20905099344057,81.25472287694197
MARGIN_PREMIUM_PROXY_1Y_FADE,MTDR,29353463299.780834,3602260276.5629377,25751203023.217896,206.0489017916227,58.380001068115234,252.94432686154607,87.7279888925753
MARGIN_PREMIUM_PROXY_1Y_FADE,NOG,10143819520.541306,1306519925.6836777,8837299594.857628,72.11694425950375,27.34000015258789,163.77814139360004,87.12003971444912
MARGIN_PREMIUM_PROXY_1Y_FADE,OVV,15802159452.581997,5122499939.1102705,10679659513.47173,33.54638952380949,66.82,-49.7958851783755,67.58354480296505
MARGIN_PREMIUM_PROXY_1Y_FADE,PR,23482013012.187668,1529539362.1682935,21952473650.019375,24.013744415880034,23.75,1.1105028037053932,93.48633628056322
MARGIN_PREMIUM_PROXY_1Y_FADE,RRC,8743784408.753387,1232494755.5051599,7511289653.248226,33.633400108662855,41.060001373291016,-18.087191953819726,85.90433274782812
MARGIN_PREMIUM_PROXY_1Y_FADE,SM,25467688559.760704,2956481241.1582465,22511207318.60246,101.54164947805373,37.20000076293945,172.96141772990157,88.39124628754286
MARGIN_PREMIUM_PROXY_2Y_FADE,AR,13433102109.307362,177597327.97617108,13255504781.331192,34.237906858168074,37.93999862670898,-9.75775409210138,98.67791276705088
MARGIN_PREMIUM_PROXY_2Y_FADE,CNX,3860011599.623083,610748677.6498138,3249262921.9732695,10.580520613201006,36.36000061035156,-70.9006588680068,84.17754294548101
MARGIN_PREMIUM_PROXY_2Y_FADE,COP,204760372811.1281,27156416618.4999,177603956192.62823,154.62226008563803,134.8699951171875,14.645410902023048,86.73746475176178
MARGIN_PREMIUM_PROXY_2Y_FADE,DVN,67772037361.6647,10437480988.37465,57334556373.290054,98.40527415781253,49.09999847412109,100.4180798695514,84.5991335147929
MARGIN_PREMIUM_PROXY_2Y_FADE,EOG,69982992595.95631,12348349726.763325,57634642869.19299,123.72786826863427,153.0500030517578,-19.158532635381597,82.35521336154346
MARGIN_PREMIUM_PROXY_2Y_FADE,EQT,-25102295424.820995,-9010837566.227728,-16091457858.59327,-55.056175316831286,53.720001220703125,-202.48729349546855,64.10353151481971
MARGIN_PREMIUM_PROXY_2Y_FADE,FANG,171690056928.7618,12383886524.251549,159306170404.51025,539.6085380520133,210.72000122070312,156.0784619049238,92.78706831031577
MARGIN_PREMIUM_PROXY_2Y_FADE,MGY,9442905280.962513,1772659455.8111491,7670245825.151364,49.602265473369116,28.13999938964844,76.26960394183864,81.22760524364317
MARGIN_PREMIUM_PROXY_2Y_FADE,MTDR,29364185845.41967,3612982822.201775,25751203023.217896,206.1352498245902,58.380001068115234,253.09223373271374,87.69595438054571
MARGIN_PREMIUM_PROXY_2Y_FADE,NOG,10154221947.123016,1316922352.2653866,8837299594.857628,72.2152741220359,27.34000015258789,164.13779707020336,87.03079015681246
MARGIN_PREMIUM_PROXY_2Y_FADE,OVV,16045419460.07787,5365759946.606141,10679659513.47173,34.41202619921188,66.82,-48.500409758737085,66.55893004257989
MARGIN_PREMIUM_PROXY_2Y_FADE,PR,23454722563.776855,1502248913.757479,21952473650.019375,23.981150560039296,23.75,0.9732655159549353,93.59511113519828
MARGIN_PREMIUM_PROXY_2Y_FADE,RRC,8782461634.856682,1271171981.6084542,7511289653.248226,33.797549403151365,41.060001373291016,-17.687412876863128,85.52601725507908
MARGIN_PREMIUM_PROXY_2Y_FADE,SM,25487632572.225395,2976425253.622937,22511207318.60246,101.62483663352734,37.20000076293945,173.18503911099702,88.3220803454832
MARGIN_PREMIUM_PROXY_4Y_FADE,AR,13403165315.298023,147660533.9668318,13255504781.331192,34.14128543906461,37.93999862670898,-10.012423102646483,98.89831595378223
MARGIN_PREMIUM_PROXY_4Y_FADE,CNX,4621957073.94767,1372694151.9744008,3249262921.9732695,15.966147077308012,36.36000061035156,-56.08870514495396,70.30058630981691
MARGIN_PREMIUM_PROXY_4Y_FADE,COP,206213190530.11353,28609234337.48532,177603956192.62823,155.8147618221958,134.8699951171875,15.52959699213272,86.12638005166431
MARGIN_PREMIUM_PROXY_4Y_FADE,DVN,68123019200.7694,10788462827.479357,57334556373.290054,98.97009848852495,49.09999847412109,101.56843495766843,84.16326382175748
MARGIN_PREMIUM_PROXY_4Y_FADE,EOG,72033106744.14984,14398463874.956848,57634642869.19299,127.57691884088493,153.0500030517578,-16.643635219176378,80.01132461758466
MARGIN_PREMIUM_PROXY_4Y_FADE,EQT,-21367092806.0042,-5275634947.410931,-16091457858.59327,-49.08441832647064,53.720001220703125,-191.37084365432594,75.30953323735055
MARGIN_PREMIUM_PROXY_4Y_FADE,FANG,171712160932.0464,12405990527.536144,159306170404.51025,539.6871123800679,210.72000122070312,156.11575040511337,92.77512410291912
MARGIN_PREMIUM_PROXY_4Y_FADE,MGY,9450457048.560236,1780211223.4088724,7670245825.151364,49.64309733591115,28.13999938964844,76.4147065126548,81.16269706045503
MARGIN_PREMIUM_PROXY_4Y_FADE,MTDR,29394620786.08123,3643417762.863335,25751203023.217896,206.38034062188078,58.380001068115234,253.51205352169353,87.60515473433648
MARGIN_PREMIUM_PROXY_4Y_FADE,NOG,10183658718.616077,1346359123.7584486,8837299594.857628,72.49352782289756,27.34000015258789,165.15555017667265,86.77921991536049
MARGIN_PREMIUM_PROXY_4Y_FADE,OVV,16460550896.796333,5780891383.324604,10679659513.47173,35.88926448607697,66.82,-46.28963710554179,64.88032861372992
MARGIN_PREMIUM_PROXY_4Y_FADE,PR,23464479282.08895,1512005632.0695777,21952473650.019375,23.992803320937767,23.75,1.0223297723695568,93.55619353878554
MARGIN_PREMIUM_PROXY_4Y_FADE,RRC,8854558401.264484,1343268748.0162568,7511289653.248226,34.10353394581575,41.060001373291016,-16.942199695103653,84.82963591019478
MARGIN_PREMIUM_PROXY_4Y_FADE,SM,25551482046.56481,3040274727.9623523,22511207318.60246,101.89115496631956,37.20000076293945,173.90094859306765,88.10137618466992
NO_NEAR_TERM_REVENUE_ANCHOR,AR,26114006625.884445,782715466.5220636,25331291159.36238,75.16570258422018,37.93999862670898,98.1173044410842,97.00269867532994
NO_NEAR_TERM_REVENUE_ANCHOR,CNX,14700549781.019978,3120367798.745271,11580181982.274708,87.20423094712777,36.36000061035156,139.83561464050425,78.77380203307766
NO_NEAR_TERM_REVENUE_ANCHOR,COP,274850324455.68524,38694493796.67213,236155830659.01312,212.15348919933186,134.8699951171875,57.3022146363936,85.92161247278756
NO_NEAR_TERM_REVENUE_ANCHOR,DVN,80889176150.94745,12776337667.893242,68112838483.054214,119.51428411803582,49.09999847412109,143.4099548516843,84.20513315149695
NO_NEAR_TERM_REVENUE_ANCHOR,EOG,131579891148.06702,23535227869.506977,108044663278.56004,239.37488130436242,153.0500030517578,56.403055557869955,82.11335511516516
NO_NEAR_TERM_REVENUE_ANCHOR,EQT,27835387062.67315,3368983781.999803,24466403280.67334,29.579387384805138,53.720001220703125,-44.93785049765495,87.89675970945068
NO_NEAR_TERM_REVENUE_ANCHOR,FANG,174584821827.82697,12562296131.22459,162022525696.6024,549.8987196038124,210.72000122070312,160.961805437663,92.80447406612853
NO_NEAR_TERM_REVENUE_ANCHOR,MGY,9804469575.346985,1812130663.4778879,7992338911.869098,51.5572175262981,28.13999938964844,83.21683953292445,81.51730035417286
NO_NEAR_TERM_REVENUE_ANCHOR,MTDR,31537620365.433968,3794350808.23639,27743269557.19758,223.6377909102694,58.380001068115234,283.0726050335946,87.96881069570139
NO_NEAR_TERM_REVENUE_ANCHOR,NOG,12064825466.257998,1491686182.4089265,10573139283.849072,90.27542382982358,27.34000015258789,230.19540353323106,87.63607325625419
NO_NEAR_TERM_REVENUE_ANCHOR,OVV,23054578738.340958,6947075469.604267,16107503268.736692,59.3540024716761,66.82,-11.173297707758001,69.86682971547461
NO_NEAR_TERM_REVENUE_ANCHOR,PR,29429241947.959343,1912413090.8934708,27516828857.065872,31.116710247235446,23.75,31.01772735678083,93.50165697684211
NO_NEAR_TERM_REVENUE_ANCHOR,RRC,10729746485.898293,1571825571.4769075,9157920914.421385,42.06198474846197,41.060001373291016,2.4402906518720346,85.3507669212623
NO_NEAR_TERM_REVENUE_ANCHOR,SM,29484037353.19092,3384279672.8420467,26099757680.348877,118.29397713062447,37.20000076293945,217.99455565730793,88.52165450646541
ORIGINAL_V1_1,AR,26114006625.884445,782715466.5220636,25331291159.36238,75.16570258422018,37.93999862670898,98.1173044410842,97.00269867532994
ORIGINAL_V1_1,CNX,14700549781.019978,3120367798.745271,11580181982.274708,87.20423094712777,36.36000061035156,139.83561464050425,78.77380203307766
ORIGINAL_V1_1,COP,290285652938.5595,35862417910.680565,254423235027.87894,224.82311442459513,134.8699951171875,66.69616858015608,87.6458179907806
ORIGINAL_V1_1,DVN,83759808468.73785,12211995827.74928,71547812640.98856,124.13390484186972,49.09999847412109,152.8185513229627,85.42021997064708
ORIGINAL_V1_1,EOG,143378989254.94818,22168786254.620163,121210203000.32802,261.52746503261505,153.0500030517578,70.87713807112618,84.53832993954163
ORIGINAL_V1_1,EQT,27835387062.67315,3368983781.999803,24466403280.67334,29.579387384805138,53.720001220703125,-44.93785049765495,87.89675970945068
ORIGINAL_V1_1,FANG,174584821827.82697,12562296131.22459,162022525696.6024,549.8987196038124,210.72000122070312,160.961805437663,92.80447406612853
ORIGINAL_V1_1,MGY,9804469575.346985,1812130663.4778879,7992338911.869098,51.5572175262981,28.13999938964844,83.21683953292445,81.51730035417286
ORIGINAL_V1_1,MTDR,31537620365.433968,3794350808.23639,27743269557.19758,223.6377909102694,58.380001068115234,283.0726050335946,87.96881069570139
ORIGINAL_V1_1,NOG,12064825466.257998,1491686182.4089265,10573139283.849072,90.27542382982358,27.34000015258789,230.19540353323106,87.63607325625419
ORIGINAL_V1_1,OVV,23054578738.340958,6947075469.604267,16107503268.736692,59.3540024716761,66.82,-11.173297707758001,69.86682971547461
ORIGINAL_V1_1,PR,29429241947.959343,1912413090.8934708,27516828857.065872,31.116710247235446,23.75,31.01772735678083,93.50165697684211
ORIGINAL_V1_1,RRC,10729746485.898293,1571825571.4769075,9157920914.421385,42.06198474846197,41.060001373291016,2.4402906518720346,85.3507669212623
ORIGINAL_V1_1,SM,29484037353.19092,3384279672.8420467,26099757680.348877,118.29397713062447,37.20000076293945,217.99455565730793,88.52165450646541
TERMINAL_G_MINUS_100BP,AR,21446509470.86841,964365340.7372712,20482144130.131134,60.10129058879022,37.93999862670898,58.41142004280451,95.50339255883478
TERMINAL_G_MINUS_100BP,CNX,12961228036.867802,3221351865.878831,9739876170.98897,74.9102577816513,36.36000061035156,106.02380782228207,75.1462449644756
TERMINAL_G_MINUS_100BP,COP,241693602209.5484,37015457948.883026,204678144260.66534,184.93779080828097,134.8699951171875,37.123005489538244,84.68496575395875
TERMINAL_G_MINUS_100BP,DVN,70325036690.85059,12571086599.390987,57753950091.459595,102.51373783529222,49.09999847412109,108.78562326091247,82.12430850956596
TERMINAL_G_MINUS_100BP,EOG,120145297532.06287,22636555637.435875,97508741894.627,217.9066478696942,153.0500030517578,42.37611468456062,81.15901653879138
TERMINAL_G_MINUS_100BP,EQT,23194010721.0166,3439177887.609698,19754832833.406906,22.158860457148936,53.720001220703125,-58.751191448951154,85.17212943903066
TERMINAL_G_MINUS_100BP,FANG,142106945075.6637,13452644869.49827,128654300206.1654,434.4478074055053,210.72000122070312,106.17302813626837,90.5334360243016
TERMINAL_G_MINUS_100BP,MGY,8279009898.571491,1831569511.3391814,6447440387.232311,43.3091671156525,28.13999938964844,53.906069847265805,77.87694985537811
TERMINAL_G_MINUS_100BP,MTDR,25392080824.025288,3840875993.7208004,21551204830.30449,174.14812037882683,58.380001068115234,198.3009886821318,84.87372492101291
TERMINAL_G_MINUS_100BP,NOG,9571236228.502974,1468909084.1778116,8102327144.325163,66.70454976173164,27.34000015258789,143.98152666219963,84.65288026427113
TERMINAL_G_MINUS_100BP,OVV,21177759443.89823,7087044461.841187,14090714982.057045,52.67537234625345,66.82,-21.16825449528068,66.53543789362894
TERMINAL_G_MINUS_100BP,PR,25375943164.7072,2133109864.2553988,23242833300.451805,26.2757258034478,23.75,10.634634961885459,91.593968151607
TERMINAL_G_MINUS_100BP,RRC,8999026401.712883,1572277103.2282906,7426749298.484591,34.71666789410967,41.060001373291016,-15.448936354170705,82.52836436918305
TERMINAL_G_MINUS_100BP,SM,24637255993.100727,3475645128.042701,21161610865.058025,98.07788695005578,37.20000076293945,163.65022832947358,85.89272632871128
TERMINAL_PRE_RECENT_WINDOW_MARGIN,AR,14038220247.853256,782715466.5220636,13255504781.331192,36.19093406787221,37.93999862670898,-4.610080712036346,94.42439673475162
TERMINAL_PRE_RECENT_WINDOW_MARGIN,CNX,6369630720.71854,3120367798.745271,3249262921.9732695,28.319153637278706,36.36000061035156,-22.114540258791017,51.01179431649578
TERMINAL_PRE_RECENT_WINDOW_MARGIN,COP,213466374103.3088,35862417910.680565,177603956192.62823,161.76831944582386,134.8699951171875,19.94389063725006,83.1999685845956
TERMINAL_PRE_RECENT_WINDOW_MARGIN,DVN,69546552201.03934,12211995827.74928,57334556373.290054,101.26094657392875,49.09999847412109,106.23411348434134,82.44054458307599
TERMINAL_PRE_RECENT_WINDOW_MARGIN,EOG,79803429123.81314,22168786254.620163,57634642869.19299,142.16555227301313,153.0500030517578,-7.111695891351156,72.22075981193014
TERMINAL_PRE_RECENT_WINDOW_MARGIN,EQT,-12722474076.593466,3368983781.999803,-16091457858.59327,-35.26359852239961,53.720001220703125,-165.6433315731374,126.4805710093604
TERMINAL_PRE_RECENT_WINDOW_MARGIN,FANG,171868466535.73486,12562296131.22459,159306170404.51025,540.2427405901644,210.72000122070312,156.37943121703336,92.69074985979894
TERMINAL_PRE_RECENT_WINDOW_MARGIN,MGY,9482376488.629251,1812130663.4778879,7670245825.151364,49.81568344538165,28.13999938964844,77.02801892635011,80.88948835082749
TERMINAL_PRE_RECENT_WINDOW_MARGIN,MTDR,29545553831.45429,3794350808.23639,25751203023.217896,207.5957956095982,58.380001068115234,255.59402502816764,87.15762503596424
TERMINAL_PRE_RECENT_WINDOW_MARGIN,NOG,10328985777.266556,1491686182.4089265,8837299594.857628,73.86724477125132,27.34000015258789,170.18011835767805,85.55825117222994
TERMINAL_PRE_RECENT_WINDOW_MARGIN,OVV,17626734983.075996,6947075469.604267,10679659513.47173,40.03911108744006,66.82,-40.079151320802055,60.587848649937825
TERMINAL_PRE_RECENT_WINDOW_MARGIN,PR,23864886740.912846,1912413090.8934708,21952473650.019375,24.471022762186994,23.75,3.0358853144715647,91.98649835779477
TERMINAL_PRE_RECENT_WINDOW_MARGIN,RRC,9083115224.725134,1571825571.4769075,7511289653.248226,35.07354770071644,41.060001373291016,-14.57976978166563,82.695082770741
TERMINAL_PRE_RECENT_WINDOW_MARGIN,SM,25895486991.444504,3384279672.8420467,22511207318.60246,103.32601131150449,37.20000076293945,177.75808922682376,86.9310058777417
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,AR,22214562543.41712,782715466.5220636,21431847076.89506,62.58019256450872,37.93999862670898,64.94516296701592,96.47656592385158
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,CNX,12793507274.612011,3120367798.745271,9673139475.866741,73.72476432283696,36.36000061035156,102.76337482196793,75.60975476257819
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,COP,242347607933.5939,35862417910.680565,206485190022.91336,185.47461174008214,134.8699951171875,37.52103392524384,85.20207473204883
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,DVN,70758810719.94867,12211995827.74928,58546814892.199394,103.2117971032325,49.09999847412109,110.20733260843558,82.7413777825036
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,EOG,119002671299.00363,22168786254.620163,96833885044.38345,215.76138870931985,153.0500030517578,40.97444260511027,81.37118603084183
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,EQT,23887952099.175312,3368983781.999803,20518968317.175507,23.268318148960176,53.720001220703125,-56.68593145900225,85.89672413937855
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,FANG,144081035907.77167,12562296131.22459,131518739776.54709,441.46521772048226,210.72000122070312,109.50323422696933,91.2810898033341
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,MGY,8187182734.3263645,1812130663.4778879,6375052070.848477,42.81266426389479,28.13999938964844,52.14166735072434,77.86624871727639
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,MTDR,25241033782.631985,3794350808.23639,21446682974.39559,172.93174738782494,58.380001068115234,196.21744471373978,84.96753009043854
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,NOG,9792021008.22836,1491686182.4089265,8300334825.819433,68.79153753031207,27.34000015258789,151.61498590482103,84.76630941502839
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,OVV,21092544264.70505,6947075469.604267,14145468795.100784,52.372135553777994,66.82,-21.622065917722246,67.06383363514344
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,PR,26020479179.112984,1912413090.8934708,24108066088.219513,27.04551579082589,23.75,13.875855961372153,92.65035406254704
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,RRC,9367199450.200346,1571825571.4769075,7795373878.723438,36.279224267658705,41.060001373291016,-11.64339246403957,83.21989854242626
TERMINAL_ROIC_FADE_TO_WACC_PLUS_200BP,SM,24420136483.5431,3384279672.8420467,21035856810.70105,97.17227407852815,37.20000076293945,161.21578517637062,86.14143833666638
WACC_PLUS_100BP,AR,19193223552.49482,730014967.9273126,18463208584.567505,52.828778942714266,37.93999862670898,39.24296482584448,96.19649630021412
WACC_PLUS_100BP,CNX,11621615562.83804,3044964128.612085,8576651434.225955,65.44153247925632,36.36000061035156,79.98220951796506,73.79913221059522
WACC_PLUS_100BP,COP,225310087988.23053,34754502338.73825,190555585649.4923,171.48987583276403,134.8699951171875,27.151984904987803,84.57481302809944
WACC_PLUS_100BP,DVN,65341451818.152435,11863122024.613155,53478329793.53929,94.49380723873904,49.09999847412109,92.45175188456159,81.84441622505017
WACC_PLUS_100BP,EOG,113056834444.87094,21543077242.6013,91513757202.26965,204.59819237409408,153.0500030517578,33.68061959783426,80.94491381402848
WACC_PLUS_100BP,EQT,21382318286.20778,3265628074.492507,18116690211.71527,19.262367799039737,53.720001220703125,-64.14302427153292,84.72743679716463
WACC_PLUS_100BP,FANG,130424965857.27292,12072961204.600931,118352004652.67197,392.92122710172816,210.72000122070312,86.46603304172906,90.74336640592824
WACC_PLUS_100BP,MGY,7887550570.986486,1763696325.8360462,6123854245.15044,41.19257477513026,28.13999938964844,46.384419575656885,77.63949264143402
WACC_PLUS_100BP,MTDR,24175286253.56511,3678857726.2348423,20496428527.33027,164.34934486192262,58.380001068115234,181.51651568174344,84.78256808358444
WACC_PLUS_100BP,NOG,9302121311.038313,1446858430.094806,7855262880.943508,64.16071706733194,27.34000015258789,134.67709110915553,84.44593032367898
WACC_PLUS_100BP,OVV,19716419222.495808,6785390815.421882,12931028407.073929,47.47521756574331,66.82,-28.950587300593668,65.58507536865537
WACC_PLUS_100BP,PR,22868374291.291203,1825667851.1946104,21042706440.096592,23.2808560548641,23.75,-1.9753429268880018,92.01662598337886
WACC_PLUS_100BP,RRC,8580140307.753791,1524396784.9681087,7055743522.785682,32.938881229399136,41.060001373291016,-19.778665056681078,82.23342823904026
WACC_PLUS_100BP,SM,23220910383.091446,3272045086.865182,19948865296.226265,92.17026115645751,37.20000076293945,147.76951415625308,85.90905768600805
WACC_PLUS_200BP,AR,14973977434.406422,680226865.5866466,14293750568.819775,39.211103404402394,37.93999862670898,3.3503026455003138,95.45727333591637
WACC_PLUS_200BP,CNX,9671043414.591846,2972548180.644429,6698495233.947416,51.654387157530024,36.36000061035156,42.06376867558195,69.26341809034385
WACC_PLUS_200BP,COP,183835959295.72076,33696035824.12775,150139923471.593,137.44708447516868,134.8699951171875,1.9107951740800155,81.6705959197439
WACC_PLUS_200BP,DVN,53608268800.201836,11529294889.064213,42078973911.13762,75.61195494078184,49.09999847412109,53.99583969566577,78.49343926394279
WACC_PLUS_200BP,EOG,93383967560.6453,20944182916.83751,72439784643.80779,167.66275655689208,153.0500030517578,9.547698930912517,77.57197143799233
WACC_PLUS_200BP,EQT,17305154535.625248,3166858667.1849194,14138295868.440329,12.743891129064886,53.720001220703125,-76.27719501213726,81.69991108333954
WACC_PLUS_200BP,FANG,103487768917.40974,11607456166.614643,91880312750.7951,297.16607714213296,210.72000122070312,41.02414361268358,88.78374102752358
WACC_PLUS_200BP,MGY,6611625887.164574,1717282262.307282,4894343624.857292,34.29374206747357,28.13999938964844,21.868311340791436,74.02632436234613
WACC_PLUS_200BP,MTDR,19569255660.32952,3568492930.8780746,16000762729.451447,127.2572498585402,58.380001068115234,117.98089676302337,81.76479988397277
WACC_PLUS_200BP,NOG,7552437764.179752,1404010828.0513167,6148426936.128435,47.62167771089596,27.34000015258789,74.18316549053965,81.4098325349947
WACC_PLUS_200BP,OVV,17293832347.498356,6629944610.853954,10663887736.644402,38.854482616609275,66.82,-41.85201643728034,61.66295314055701
WACC_PLUS_200BP,PR,18529245162.859264,1743314872.3903306,16785930290.468933,18.098495283159256,23.75,-23.795809334066288,90.59154942865833
WACC_PLUS_200BP,RRC,7132466669.444444,1479050159.625681,5653416509.818764,26.794836520933167,41.060001373291016,-34.74224153737401,79.26313254344468
