providers,provider_year_rows,post_ir_providers,fy2026_revenue_consensus_median_usd,fy2027_revenue_consensus_median_usd,fy2027_revenue_growth_low_pct,fy2027_revenue_growth_median_pct,fy2027_revenue_growth_high_pct,consensus_is_model_input,use
3,6,2,13003558002.0,13851382290.0,0.80699994203475,6.4620500198509205,12.101750706727472,False,MODEL_VS_CONSENSUS_DIAGNOSTIC_AND_SCENARIO_BOUND
