ttm_end_period,ttm_quarters,revenue_usd,operating_income_usd,operating_margin_pct,pretax_income_usd,income_tax_usd,effective_tax_rate_pct,nopat_usd,depreciation_amortization_usd,capex_usd,change_operating_nwc_usd,interest_expense_usd,cfo_usd,fcff_cash_proxy_usd,fcff_accounting_core_usd,other_operating_accruals_and_noncash_usd,fcff_accounting_full_usd,fcff_identity_error_usd,fcff_identity_pass,quarterly_nwc_chain_complete,historical_diagnostic_only
2026Q2,4,13185000000.0,698000000.0,5.293894577171028,844000000.0,183000000.0,21.6824644549763,546656398.1042655,322000000.0,429000000.0,631000000.0,98000000.0,347000000.0,-5248815.165876746,-191343601.89573455,186094786.7298578,-5248815.165876746,0.0,True,True,True
