valuation_date,risk_free_rate_pct,equity_risk_premium_pct,raw_symmetric_beta,raw_downside_beta,blume_symmetric_beta,blume_downside_beta,marginal_debt_cost_pct,tax_rate_pct,equity_weight_pct,debt_weight_pct,symmetric_wacc_pct,downside_wacc_pct,midpoint_wacc_pct,wacc_is_independent_of_market_price_fit,geopolitical_cash_flow_risk_added_to_wacc,risk_channel_double_count_count
2026-07-31,4.75,4.5,0.7921651410314289,0.9830524901353997,0.8607506444910573,0.9886451683907178,6.75,17.0,82.53343242695377,17.466567573046234,8.0957342204704,8.570735052542654,8.333234636506527,True,False,0
