target_period,forecast_as_of,prior_year_naive_usd,historical_growth_usd,industry_bridge_usd,backlog_bridge_usd,predeclared_equal_blend_usd,historical_growth_pct,industry_output_yoy_pct,industry_bridge_growth_pct,backlog_growth_pct,latest_backlog_usd,selected_route,clean_prospective_benchmark,actual_available,point_forecast_authority
2026Q3,2026-07-31,3192000000.0,3422287675.1177154,3435820509.6262674,3315266417.9588265,3341343650.6757026,7.214526162835688,8.627729432316917,7.638487143680056,3.8617298859281446,57300000000.0,PREDECLARED_EQUAL_BLEND,True,False,RESEARCH_PROSPECTIVE_BENCHMARK
