parent_hii_v5_unchanged,route_selection_leakage_audited,clean_predeclared_route_retained,quarterly_nwc_chain_complete,fcff_identity_pass,all_source_cutoffs_pass,dcf_run,reverse_dcf_run,solver_round_trip_pass,ev_to_equity_identity_pass,terminal_authority,production_promoted,live_forward_matched_observations,research_freeze_eligible,status
True,True,True,True,True,True,True,True,True,True,False,False,0/20,True,CONDITIONAL_VALUATION_RESEARCH_READY_TERMINAL_AND_PRODUCTION_LOCKED
