forecast_year,source_date,shipbuilding_revenue_low_usd,shipbuilding_revenue_high_usd,shipbuilding_operating_margin_low_pct,shipbuilding_operating_margin_high_pct,mission_revenue_low_usd,mission_revenue_high_usd,mission_operating_margin_low_pct,mission_operating_margin_high_pct,trailing_intersegment_eliminations_usd,company_revenue_low_usd,company_revenue_midpoint_usd,company_revenue_high_usd,consolidated_operating_income_low_usd,consolidated_operating_income_midpoint_usd,consolidated_operating_income_high_usd,consolidated_operating_margin_low_pct,consolidated_operating_margin_midpoint_pct,consolidated_operating_margin_high_pct,effective_tax_rate_midpoint_pct,depreciation_amortization_midpoint_usd,capex_low_pct_of_sales,capex_high_pct_of_sales,levered_free_cash_flow_low_usd,levered_free_cash_flow_high_usd,interest_expense_guidance_usd,operating_fas_cas_adjustment_usd,noncurrent_state_tax_expense_usd,segment_guidance_is_direct,consolidated_margin_is_accounting_bridge,source_url,source_path,source_sha256,pdf_parsing_used
2026,2026-07-30,10200000000.0,10400000000.0,6.0,6.5,3000000000.0,3200000000.0,5.0,5.0,-150000000.0,13050000000.0,13250000000.0,13450000000.0,698000000.0,734750000.0,772000000.0,5.3486590038314175,5.5452830188679245,5.739776951672862,17.0,330000000.0,4.0,5.0,500000000.0,600000000.0,105000000.0,-44000000.0,-20000000.0,True,True,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,False
