subindustry,tickers,median_operating_margin_pct,median_fcff_margin_pct,median_roic_pct,median_incremental_roic_pct,median_probability_weighted_value_gap_pct,median_growth_expectations_gap_pct_points,median_margin_expectations_gap_pct_points,median_roic_expectations_gap_pct_points
ep,14,24.503168045481583,31.8616855056667,10.154437527546882,-5.6927275277901455,96.73753297554128,25.524113795890635,11.140187954394014,11.198406263928199
integrated,2,10.703156835855953,6.86002846341182,8.313394845622343,-48.21693161040639,3.3753472986203175,-5.950000000000003,-1.3198355885087336,-5.849107429362646
midstream,4,21.50718324478518,12.952931946527348,7.87721801696126,-9.66312763424605,-25.523059244045537,-11.244421906693713,-10.537591006858419,-9.734609787857451
refining,3,4.656678150789199,4.012927388934113,13.315872176914779,64.71102607690958,24.66062268460767,-1.7000000000000028,-0.07908002444329654,-0.7799227812517966
services,3,13.108322435237485,8.910114305064756,12.750184148295945,64.47610307274842,-2.121325587321876,-5.965446178709014,-1.4932142859150233,-25.109648329301773
