ticker,subindustry,base_financial_quarter,primary_anchor,anchor_route,scenario,probability,probability_class,assumption_validation,growth_pct,operating_margin_pct,roic_pct,reinvestment_rate_pct,wacc_pct,terminal_growth_pct,tax_rate_pct,historical_observations,minimum_history_pass,anchor_growth_override_used,anchor_growth_pct,anchor_growth_source,fixed_ratio_used,production_eligible
PSX,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BULL,0.2,PLAUSIBLE,PASS,20.0,7.718194835411318,20.150965959338087,99.25082519794476,5.717358221700079,2.5,15.769230769230768,20,True,True,55.67752477273085,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,PLAUSIBLE,PASS,-15.0,-20.0,2.0,-50.0,8.61335421238221,1.0,21.130942074655845,19,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,PROBABLE,PASS,-8.082438792071633,29.594818219525802,10.773810787933593,-50.0,7.113354212382211,2.0,21.130942074655845,19,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,PLAUSIBLE,PASS,20.0,42.555416455974424,22.65107859003698,88.2960161058156,6.113354212382211,2.5,21.130942074655845,19,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BEAR,0.2,POSSIBLE,PASS,-11.84065795210793,14.468599153203806,11.568010805034243,-50.0,8.710396704517155,1.0,20.397489539748953,20,True,True,1.4345538212909847,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BASE,0.6,PROBABLE,PASS,1.4345538212909847,16.606785714084978,15.290351670698232,9.382085201088614,7.210396704517156,2.0,20.397489539748953,20,True,True,1.4345538212909847,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BULL,0.2,PLAUSIBLE,PASS,9.19610981471766,19.05234262963374,17.96020929278559,51.20268736741076,6.210396704517156,2.5,20.397489539748953,20,True,True,1.4345538212909847,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,PLAUSIBLE,PASS,-9.953936098962766,16.015807050387657,11.66562330237142,-50.0,8.440000000000001,1.0,21.0,20,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,PROBABLE,PASS,20.0,38.90377317506272,24.93700911616774,80.20207999616576,6.94,2.0,21.0,20,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,PLAUSIBLE,PASS,20.0,45.42850702162408,34.314443353829084,58.28449493926655,5.94,2.5,21.0,20,True,False,,HISTORICAL_PIT_DISTRIBUTION,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BEAR,0.2,PLAUSIBLE,PASS,20.0,1.4533672333744425,3.8542633921823928,150.0,8.711064975693033,1.0,23.2733604178758,20,True,True,48.899647380281166,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BASE,0.6,PROBABLE,PASS,20.0,4.171670748738388,12.446855305986848,150.0,7.2110649756930325,2.0,23.2733604178758,20,True,True,48.899647380281166,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BULL,0.2,PLAUSIBLE,PASS,20.0,8.332002902707972,34.09724023585333,58.65577349268858,6.2110649756930325,2.5,23.2733604178758,20,True,True,48.899647380281166,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BEAR,0.2,PLAUSIBLE,PASS,-5.0,24.69076952030749,4.885911530680434,-50.0,7.629756015840589,1.0,21.10726643598616,20,True,True,6.25,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BASE,0.6,PROBABLE,PASS,6.25,29.172034977331442,6.437040160269092,97.09431422498267,6.129756015840589,2.0,21.10726643598616,20,True,True,6.25,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BULL,0.2,PLAUSIBLE,PASS,12.0,36.42037607045988,7.840092696367856,150.0,5.129756015840589,2.5,21.10726643598616,20,True,True,6.25,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BEAR,0.2,PLAUSIBLE,PASS,15.0,11.609929337732835,10.659078747428484,140.7251072576865,8.049686652331498,1.0,35.0,20,True,True,35.177723233510385,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BASE,0.6,PROBABLE,PASS,15.0,14.353335290416052,14.043177506886183,106.81343301859305,6.549686652331499,2.0,35.0,20,True,True,35.177723233510385,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BULL,0.2,PLAUSIBLE,PASS,15.0,17.441149537868878,21.199560750948947,70.75618299935088,5.549686652331499,2.5,35.0,20,True,True,35.177723233510385,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,False,False
