ticker,subindustry,base_financial_quarter,primary_anchor,anchor_route,scenario,scenario_weight,scenario_weight_source,probability,story_validation_class,probability_class,assumption_validation,growth_pct,operating_margin_pct,forecast_normalized_roic_pct,roic_pct,normalized_growth_for_reinvestment_pct,reinvestment_rate_pct,wacc_pct,terminal_growth_pct,tax_rate_pct,historical_incremental_roic_pct,historical_growth_median_raw_pct,historical_growth_median_regularized_pct,historical_growth_median_regularized,historical_observations,minimum_history_pass,anchor_growth_override_used,anchor_growth_raw_pct,anchor_growth_winsorized_pct,anchor_growth_lower_bound_pct,anchor_growth_upper_bound_pct,anchor_growth_winsorized,anchor_growth_source,fundamental_growth_from_raw_reinvestment_pct,fixed_ratio_used,production_eligible,growth_raw,growth_lower_bound,growth_upper_bound,growth_hit_lower_bound,growth_hit_upper_bound,operating_margin_raw,operating_margin_lower_bound,operating_margin_upper_bound,operating_margin_hit_lower_bound,operating_margin_hit_upper_bound,roic_raw,roic_lower_bound,roic_upper_bound,roic_hit_lower_bound,roic_hit_upper_bound,reinvestment_rate_raw,reinvestment_rate_lower_bound,reinvestment_rate_upper_bound,reinvestment_rate_hit_lower_bound,reinvestment_rate_hit_upper_bound,wacc_raw,wacc_lower_bound,wacc_upper_bound,wacc_hit_lower_bound,wacc_hit_upper_bound,terminal_growth_raw,terminal_growth_lower_bound,terminal_growth_upper_bound,terminal_growth_hit_lower_bound,terminal_growth_hit_upper_bound
ET,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,12.0,16.081680160597344,8.89559300808673,8.89559300808673,7.25,81.50103082963926,6.087428971306306,2.5,6.3950734249171015,1.79189557294001,5.849652205883283,5.849652205883283,False,20,True,True,31.03983445421625,11.15,-4.15,11.15,True,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,7.25,False,False,12.773730955169285,-5.0,12.0,False,True,16.081680160597344,0.0,40.0,False,False,8.89559300808673,3.5,20.0,False,False,81.50103082963926,-50.0,150.0,False,False,6.087428971306306,3.0,20.0,False,False,2.5,0.0,3.0,False,False
FANG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,10.301626126364706,25.951205845297356,6.178273506721853,6.178273506721853,5.650813063182353,91.46265630737078,7.420453693081896,1.0,18.181818181818183,-170.00529388881588,33.66772734964441,18.25,True,20,True,True,25.393333994347667,18.25,-9.955105318727952,18.25,True,V3.4_FROZEN_REVENUE_NOWCAST,5.650813063182353,False,False,10.301626126364706,-15.0,20.0,False,False,25.951205845297356,-20.0,50.0,False,False,6.178273506721853,2.0,35.0,False,False,91.46265630737078,-50.0,150.0,False,False,7.420453693081896,3.0,20.0,False,False,1.0,0.0,3.0,False,False
FANG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,16.513298132646565,46.766288937009925,15.247841184290348,15.247841184290348,9.256649066323282,60.70793205703301,5.920453693081896,2.0,18.181818181818183,-170.00529388881588,33.66772734964441,18.25,True,20,True,True,25.393333994347667,18.25,-9.955105318727952,18.25,True,V3.4_FROZEN_REVENUE_NOWCAST,9.256649066323282,False,False,16.513298132646565,-15.0,20.0,False,False,46.766288937009925,-20.0,50.0,False,False,15.247841184290348,3.0,35.0,False,False,60.70793205703301,-50.0,150.0,False,False,5.920453693081896,3.0,20.0,False,False,2.0,0.0,3.0,False,False
FANG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,20.0,50.0,22.954078410784263,22.954078410784263,11.25,49.01089818842187,4.920453693081896,2.5,18.181818181818183,-170.00529388881588,33.66772734964441,18.25,True,20,True,True,25.393333994347667,18.25,-9.955105318727952,18.25,True,V3.4_FROZEN_REVENUE_NOWCAST,11.25,False,False,25.427746473044444,-15.0,20.0,False,True,58.8701851529093,-20.0,50.0,False,True,22.954078410784263,3.5,35.0,False,False,49.01089818842187,-50.0,150.0,False,False,4.920453693081896,3.0,20.0,False,False,2.5,0.0,3.0,False,False
HAL,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,2.018694150644519,10.534061267317222,10.576478706548373,10.576478706548373,1.5093470753222595,14.270790091864457,8.465965631520497,1.0,18.45342706502636,272.8143888188763,4.650947988639976,4.650947988639976,False,20,True,True,0.2299590597500067,0.2299590597500067,-4.980390752797959,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,1.5093470753222593,False,False,2.018694150644519,-15.0,20.0,False,False,10.534061267317222,-10.0,30.0,False,False,10.576478706548373,2.0,35.0,False,False,14.270790091864457,-50.0,150.0,False,False,8.465965631520497,3.0,20.0,False,False,1.0,0.0,3.0,False,False
HAL,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,3.625756986536174,13.29453349252246,14.216627513592615,14.216627513592615,2.8128784932680873,19.785835217098253,6.965965631520496,2.0,18.45342706502636,272.8143888188763,4.650947988639976,4.650947988639976,False,20,True,True,0.2299590597500067,0.2299590597500067,-4.980390752797959,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,2.8128784932680873,False,False,3.625756986536174,-15.0,20.0,False,False,13.29453349252246,-10.0,30.0,False,False,14.216627513592615,3.0,35.0,False,False,19.785835217098253,-50.0,150.0,False,False,6.965965631520496,3.0,20.0,False,False,2.0,0.0,3.0,False,False
HAL,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,7.808407795378681,17.280146754216958,20.326622590601414,20.326622590601414,5.1542038976893405,25.356912466474054,5.965965631520496,2.5,18.45342706502636,272.8143888188763,4.650947988639976,4.650947988639976,False,20,True,True,0.2299590597500067,0.2299590597500067,-4.980390752797959,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,5.154203897689341,False,False,7.808407795378681,-15.0,20.0,False,False,17.280146754216958,-10.0,30.0,False,False,20.326622590601414,3.5,35.0,False,False,25.356912466474054,-50.0,150.0,False,False,5.965965631520496,3.0,20.0,False,False,2.5,0.0,3.0,False,False
KMI,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,1.9725201837373167,18.374153151607842,4.795536319316616,4.795536319316616,1.4862600918686584,30.992572945010178,7.606857137616917,1.0,22.282608695652172,-171.16439172215627,2.6758900934000684,2.6758900934000684,False,20,True,True,11.51115618661258,11.15,-4.15,11.15,True,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,1.4862600918686584,False,False,1.9725201837373167,-5.0,12.0,False,False,18.374153151607842,0.0,40.0,False,False,4.795536319316616,2.0,20.0,False,False,30.992572945010178,-50.0,150.0,False,False,7.606857137616917,3.0,20.0,False,False,1.0,0.0,3.0,False,False
KMI,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,POSSIBLE,POSSIBLE,PASS,4.913425328077775,24.817492447049435,6.010553534390651,6.010553534390651,3.4567126640388874,57.51072083894731,6.106857137616917,2.0,22.282608695652172,-171.16439172215627,2.6758900934000684,2.6758900934000684,False,20,True,True,11.51115618661258,11.15,-4.15,11.15,True,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,3.456712664038888,False,False,4.913425328077775,-5.0,12.0,False,False,24.817492447049435,0.0,40.0,False,False,6.010553534390651,3.0,20.0,False,False,57.51072083894731,-50.0,150.0,False,False,6.106857137616917,3.0,20.0,False,False,2.0,0.0,3.0,False,False
KMI,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,8.020251582790719,28.00816297143259,6.655865719497752,6.655865719497752,5.260125791395359,79.02992658019376,5.106857137616917,2.5,22.282608695652172,-171.16439172215627,2.6758900934000684,2.6758900934000684,False,20,True,True,11.51115618661258,11.15,-4.15,11.15,True,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,5.2601257913953585,False,False,8.020251582790719,-5.0,12.0,False,False,28.00816297143259,0.0,40.0,False,False,6.655865719497752,3.5,20.0,False,False,79.02992658019376,-50.0,150.0,False,False,5.106857137616917,3.0,20.0,False,False,2.5,0.0,3.0,False,False
MGY,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,-5.555707277889327,25.988122975219724,13.49478356745654,13.49478356745654,-2.2778536389446633,-16.879512202313794,8.283254391053909,1.0,17.160132759357236,-40.25014253568694,-0.8319554298391874,-0.8319554298391874,False,18,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,-2.2778536389446633,False,False,-5.555707277889327,-15.0,20.0,False,False,25.988122975219724,-20.0,50.0,False,False,13.49478356745654,2.0,35.0,False,False,-16.879512202313794,-50.0,150.0,False,False,8.283254391053909,3.0,20.0,False,False,1.0,0.0,3.0,False,False
MGY,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,-0.4455998953782483,41.29734310200564,25.54292009432819,25.54292009432819,0.7772000523108759,3.042722012364801,6.78325439105391,2.0,17.160132759357236,-40.25014253568694,-0.8319554298391874,-0.8319554298391874,False,18,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,0.7772000523108759,False,False,-0.4455998953782483,-15.0,20.0,False,False,41.29734310200564,-20.0,50.0,False,False,25.54292009432819,3.0,35.0,False,False,3.042722012364801,-50.0,150.0,False,False,6.78325439105391,3.0,20.0,False,False,2.0,0.0,3.0,False,False
MGY,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PROBABLE,PROBABLE,PASS,14.31068893384303,50.0,35.0,35.0,8.405344466921516,24.015269905490047,5.78325439105391,2.5,17.160132759357236,-40.25014253568694,-0.8319554298391874,-0.8319554298391874,False,18,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,8.405344466921516,False,False,14.31068893384303,-15.0,20.0,False,False,55.52784261086416,-20.0,50.0,False,True,54.10542532973616,3.5,35.0,False,True,24.015269905490047,-50.0,150.0,False,False,5.78325439105391,3.0,20.0,False,False,2.5,0.0,3.0,False,False
MPC,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,-0.3095813408377326,3.601462995128255,8.073617589389329,8.073617589389329,0.3452093295811337,4.27577013351266,7.920598044240686,1.0,17.69825918762089,64.71102607690958,-5.094350581962804,-5.094350581962804,False,20,True,True,49.07521341494034,18.25,-13.25,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,0.3452093295811337,False,False,-0.3095813408377326,-15.0,20.0,False,False,3.601462995128255,-10.0,20.0,False,False,8.073617589389329,2.0,35.0,False,False,4.27577013351266,-50.0,150.0,False,False,7.920598044240686,3.0,20.0,False,False,1.0,0.0,3.0,False,False
MPC,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,0.8236938929741809,6.058791428111415,13.610018212418565,13.610018212418565,1.4118469464870904,10.373586019149041,6.420598044240686,2.0,17.69825918762089,64.71102607690958,-5.094350581962804,-5.094350581962804,False,20,True,True,49.07521341494034,18.25,-13.25,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,1.4118469464870904,False,False,0.8236938929741809,-15.0,20.0,False,False,6.058791428111415,-10.0,20.0,False,False,13.610018212418565,3.0,35.0,False,False,10.373586019149041,-50.0,150.0,False,False,6.420598044240686,3.0,20.0,False,False,2.0,0.0,3.0,False,False
MPC,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,12.597395804962652,10.245340318015781,25.252881914327794,25.252881914327794,7.548697902481326,29.89242149902266,5.420598044240686,2.5,17.69825918762089,64.71102607690958,-5.094350581962804,-5.094350581962804,False,20,True,True,49.07521341494034,18.25,-13.25,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,7.548697902481326,False,False,12.597395804962652,-15.0,20.0,False,False,10.245340318015781,-10.0,20.0,False,False,25.252881914327794,3.5,35.0,False,False,29.89242149902266,-50.0,150.0,False,False,5.420598044240686,3.0,20.0,False,False,2.5,0.0,3.0,False,False
MTDR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,7.841185782593682,-2.3630719327035807,2.0,2.0,4.420592891296841,150.0,7.745821698485839,1.0,21.0,-86.27770526490663,12.15205483000792,12.15205483000792,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,4.420592891296841,False,False,7.841185782593682,-15.0,20.0,False,False,-2.3630719327035807,-20.0,50.0,False,False,-0.1778848978540228,2.0,35.0,True,False,221.02964456484204,-50.0,150.0,False,True,7.745821698485839,3.0,20.0,False,False,1.0,0.0,3.0,False,False
MTDR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,11.768870097158958,39.59633630670868,22.66710344375829,22.66710344375829,6.884435048579479,30.371922313149398,6.245821698485839,2.0,21.0,-86.27770526490663,12.15205483000792,12.15205483000792,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,6.884435048579479,False,False,11.768870097158958,-15.0,20.0,False,False,39.59633630670868,-20.0,50.0,False,False,22.66710344375829,3.0,35.0,False,False,30.371922313149398,-50.0,150.0,False,False,6.245821698485839,3.0,20.0,False,False,2.0,0.0,3.0,False,False
MTDR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,20.0,49.116055758678094,35.0,35.0,11.25,32.142857142857146,5.245821698485839,2.5,21.0,-86.27770526490663,12.15205483000792,12.15205483000792,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,11.25,False,False,24.840762131297502,-15.0,20.0,False,True,49.116055758678094,-20.0,50.0,False,False,39.04646591723429,3.5,35.0,False,True,32.142857142857146,-50.0,150.0,False,False,5.245821698485839,3.0,20.0,False,False,2.5,0.0,3.0,False,False
NOG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PROBABLE,PROBABLE,PASS,5.449476212161528,-20.0,2.0,2.0,3.224738106080764,150.0,8.02484968517377,1.0,21.0,337.6400320722244,12.980183021620462,12.980183021620462,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,3.224738106080764,False,False,5.449476212161528,-15.0,20.0,False,False,-79.30110007532605,-20.0,50.0,True,False,-21.39954039623961,2.0,35.0,True,False,161.2369053040382,-50.0,150.0,False,True,8.02484968517377,3.0,20.0,False,False,1.0,0.0,3.0,False,False
NOG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,12.54967667782221,27.106205283606503,15.178565310250514,15.178565310250514,7.274838338911105,47.928366022829586,6.52484968517377,2.0,21.0,337.6400320722244,12.980183021620462,12.980183021620462,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,7.274838338911105,False,False,12.54967667782221,-15.0,20.0,False,False,27.106205283606503,-20.0,50.0,False,False,15.178565310250514,3.0,35.0,False,False,47.928366022829586,-50.0,150.0,False,False,6.52484968517377,3.0,20.0,False,False,2.0,0.0,3.0,False,False
NOG,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,20.0,50.0,35.0,35.0,11.25,32.142857142857146,5.52484968517377,2.5,21.0,337.6400320722244,12.980183021620462,12.980183021620462,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,11.25,False,False,50.454937386630036,-15.0,20.0,False,True,50.80268250286528,-20.0,50.0,False,True,35.961231399084475,3.5,35.0,False,True,32.142857142857146,-50.0,150.0,False,False,5.52484968517377,3.0,20.0,False,False,2.5,0.0,3.0,False,False
OVV,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,-11.014778378116997,7.564601882228131,3.5323139820839713,3.5323139820839713,-5.0073891890584985,-50.0,9.556340874834937,1.0,21.0,-19.95588418554454,-9.266864438867056,-9.266864438867056,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,-5.007389189058499,False,False,-11.014778378116997,-15.0,20.0,False,False,7.564601882228131,-20.0,50.0,False,False,3.5323139820839713,2.0,35.0,False,False,-141.75945893983842,-50.0,150.0,True,False,9.556340874834937,3.0,20.0,False,False,1.0,0.0,3.0,False,False
OVV,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,-8.361437580773632,22.898613370054363,12.921181646212649,12.921181646212649,-3.180718790386816,-24.616315113247573,8.056340874834937,2.0,21.0,-19.95588418554454,-9.266864438867056,-9.266864438867056,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,-3.1807187903868157,False,False,-8.361437580773632,-15.0,20.0,False,False,22.898613370054363,-20.0,50.0,False,False,12.921181646212649,3.0,35.0,False,False,-24.616315113247573,-50.0,150.0,False,False,8.056340874834937,3.0,20.0,False,False,2.0,0.0,3.0,False,False
OVV,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,3.69302497935743,33.016320337917264,26.026278508142823,26.026278508142823,3.096512489678715,11.89763833776662,7.056340874834937,2.5,21.0,-19.95588418554454,-9.266864438867056,-9.266864438867056,False,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,3.0965124896787146,False,False,3.69302497935743,-15.0,20.0,False,False,33.016320337917264,-20.0,50.0,False,False,26.026278508142823,3.5,35.0,False,False,11.89763833776662,-50.0,150.0,False,False,7.056340874834937,3.0,20.0,False,False,2.5,0.0,3.0,False,False
PR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,3.765104288034564,-0.706399395901748,2.0,2.0,2.382552144017282,119.1276072008641,8.300062718082774,1.0,21.111458985598,-52.18463671541268,59.90446514010813,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,2.382552144017282,False,False,3.765104288034564,-15.0,20.0,False,False,-0.706399395901748,-20.0,50.0,False,False,0.050005900107625956,2.0,35.0,True,False,119.1276072008641,-50.0,150.0,False,False,8.300062718082774,3.0,20.0,False,False,1.0,0.0,3.0,False,False
PR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,15.138106106573883,34.32143729725966,11.228157047153477,11.228157047153477,8.569053053286941,76.31753828611916,6.800062718082775,2.0,21.111458985598,-52.18463671541268,59.90446514010813,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,8.569053053286941,False,False,15.138106106573883,-15.0,20.0,False,False,34.32143729725966,-20.0,50.0,False,False,11.228157047153477,3.0,35.0,False,False,76.31753828611916,-50.0,150.0,False,False,6.800062718082775,3.0,20.0,False,False,2.0,0.0,3.0,False,False
PR,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,20.0,44.06691845189414,17.443005611687653,17.443005611687653,11.25,64.49576552599375,5.800062718082775,2.5,21.111458985598,-52.18463671541268,59.90446514010813,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,11.25,False,False,24.111775104795107,-15.0,20.0,False,True,44.06691845189414,-20.0,50.0,False,False,17.443005611687653,3.5,35.0,False,False,64.49576552599375,-50.0,150.0,False,False,5.800062718082775,3.0,20.0,False,False,2.5,0.0,3.0,False,False
PSX,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,1.5402489180592556,2.3102640020013188,5.579419815803645,5.579419815803645,1.2701244590296277,22.76445402857147,8.456782761754535,1.0,15.769230769230768,41.76840871049752,-2.119062419675677,-2.119062419675677,False,20,True,True,55.67752477273085,18.25,-11.620090676458371,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,1.270124459029628,False,False,1.5402489180592556,-15.0,20.0,False,False,2.3102640020013188,-10.0,20.0,False,False,5.579419815803645,2.0,35.0,False,False,22.76445402857147,-50.0,150.0,False,False,8.456782761754535,3.0,20.0,False,False,1.0,0.0,3.0,False,False
PSX,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,2.8851435482731187,4.823112967044334,11.387449375081452,11.387449375081452,2.4425717741365593,21.449682836628092,6.9567827617545355,2.0,15.769230769230768,41.76840871049752,-2.119062419675677,-2.119062419675677,False,20,True,True,55.67752477273085,18.25,-11.620090676458371,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,2.442571774136559,False,False,2.8851435482731187,-15.0,20.0,False,False,4.823112967044334,-10.0,20.0,False,False,11.387449375081452,3.0,35.0,False,False,21.449682836628092,-50.0,150.0,False,False,6.9567827617545355,3.0,20.0,False,False,2.0,0.0,3.0,False,False
