ticker,subindustry,scenario,variable,raw_value,clipped_value,lower_bound,upper_bound,hit_lower_bound,hit_upper_bound,boundary_hit,boundary_side,same_boundary_all_three_scenarios
CNX,ep,BASE,wacc,,6.586456160827697,3.0,20.0,False,False,False,NONE,False
CNX,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
CNX,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
CNX,ep,BULL,operating_margin,,50.0,-20.0,50.0,False,True,True,UPPER,False
CNX,ep,BULL,reinvestment_rate,,91.41435030010416,-50.0,150.0,False,False,False,NONE,False
CNX,ep,BULL,roic,,21.878403045410277,2.0,35.0,False,False,False,NONE,False
CNX,ep,BULL,wacc,,5.586456160827697,3.0,20.0,False,False,False,NONE,False
CNX,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
COP,ep,BEAR,growth,,10.700874248248995,-15.0,20.0,False,False,False,NONE,False
COP,ep,BEAR,operating_margin,,26.621726197153635,-20.0,50.0,False,False,False,NONE,False
COP,ep,BEAR,reinvestment_rate,,83.84696691119551,-50.0,150.0,False,False,False,NONE,False
COP,ep,BEAR,roic,,12.762386813088384,2.0,35.0,False,False,False,NONE,False
COP,ep,BEAR,wacc,,7.870983034142343,3.0,20.0,False,False,False,NONE,False
COP,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
COP,ep,BASE,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
COP,ep,BASE,operating_margin,,32.37866110574785,-20.0,50.0,False,False,False,NONE,False
COP,ep,BASE,reinvestment_rate,,111.03343104426816,-50.0,150.0,False,False,False,NONE,False
COP,ep,BASE,roic,,18.012592974836704,2.0,35.0,False,False,False,NONE,False
COP,ep,BASE,wacc,,6.370983034142343,3.0,20.0,False,False,False,NONE,False
COP,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
COP,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
COP,ep,BULL,operating_margin,,40.780180871539166,-20.0,50.0,False,False,False,NONE,False
COP,ep,BULL,reinvestment_rate,,81.77504118860925,-50.0,150.0,False,False,False,NONE,False
COP,ep,BULL,roic,,24.457340172866672,2.0,35.0,False,False,False,NONE,False
COP,ep,BULL,wacc,,5.370983034142343,3.0,20.0,False,False,False,NONE,False
COP,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
CVX,integrated,BEAR,growth,,15.0,-10.0,15.0,False,True,True,UPPER,True
CVX,integrated,BEAR,operating_margin,,11.378050406758872,-5.0,30.0,False,False,False,NONE,False
CVX,integrated,BEAR,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
CVX,integrated,BEAR,roic,,8.356071802162372,2.0,30.0,False,False,False,NONE,False
CVX,integrated,BEAR,wacc,,8.403575287693794,3.0,20.0,False,False,False,NONE,False
CVX,integrated,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
CVX,integrated,BASE,growth,,15.0,-10.0,15.0,False,True,True,UPPER,True
CVX,integrated,BASE,operating_margin,,13.806993532566478,-5.0,30.0,False,False,False,NONE,False
CVX,integrated,BASE,reinvestment_rate,,126.49039805062624,-50.0,150.0,False,False,False,NONE,False
CVX,integrated,BASE,roic,,11.858607634388528,2.0,30.0,False,False,False,NONE,False
CVX,integrated,BASE,wacc,,6.903575287693793,3.0,20.0,False,False,False,NONE,False
CVX,integrated,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
CVX,integrated,BULL,growth,,15.0,-10.0,15.0,False,True,True,UPPER,True
CVX,integrated,BULL,operating_margin,,18.88385275065933,-5.0,30.0,False,False,False,NONE,False
CVX,integrated,BULL,reinvestment_rate,,72.54953505153428,-50.0,150.0,False,False,False,NONE,False
CVX,integrated,BULL,roic,,20.67552878091502,2.0,30.0,False,False,False,NONE,False
CVX,integrated,BULL,wacc,,5.903575287693793,3.0,20.0,False,False,False,NONE,False
CVX,integrated,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
DVN,ep,BEAR,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
DVN,ep,BEAR,operating_margin,,23.576831006742992,-20.0,50.0,False,False,False,NONE,False
DVN,ep,BEAR,reinvestment_rate,,143.82169844803175,-50.0,150.0,False,False,False,NONE,False
DVN,ep,BEAR,roic,,13.906107503817834,2.0,35.0,False,False,False,NONE,False
DVN,ep,BEAR,wacc,,7.850703001716201,3.0,20.0,False,False,False,NONE,False
DVN,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
DVN,ep,BASE,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
DVN,ep,BASE,operating_margin,,25.328192134033834,-20.0,50.0,False,False,False,NONE,False
DVN,ep,BASE,reinvestment_rate,,123.09835053368684,-50.0,150.0,False,False,False,NONE,False
DVN,ep,BASE,roic,,16.247171398553256,2.0,35.0,False,False,False,NONE,False
DVN,ep,BASE,wacc,,6.350703001716201,3.0,20.0,False,False,False,NONE,False
DVN,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
DVN,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
DVN,ep,BULL,operating_margin,,30.212082185647617,-20.0,50.0,False,False,False,NONE,False
DVN,ep,BULL,reinvestment_rate,,92.34176573418004,-50.0,150.0,False,False,False,NONE,False
DVN,ep,BULL,roic,,21.65867182740806,2.0,35.0,False,False,False,NONE,False
DVN,ep,BULL,wacc,,5.350703001716201,3.0,20.0,False,False,False,NONE,False
DVN,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
EOG,ep,BEAR,growth,,18.03559402808937,-15.0,20.0,False,False,False,NONE,False
EOG,ep,BEAR,operating_margin,,16.789762567846534,-20.0,50.0,False,False,False,NONE,False
EOG,ep,BEAR,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
EOG,ep,BEAR,roic,,7.532675572935127,2.0,35.0,False,False,False,NONE,False
EOG,ep,BEAR,wacc,,8.044723728886035,3.0,20.0,False,False,False,NONE,False
EOG,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
EOG,ep,BASE,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
EOG,ep,BASE,operating_margin,,33.141800142848666,-20.0,50.0,False,False,False,NONE,False
EOG,ep,BASE,reinvestment_rate,,86.15793773020062,-50.0,150.0,False,False,False,NONE,False
EOG,ep,BASE,roic,,23.213183285130413,2.0,35.0,False,False,False,NONE,False
EOG,ep,BASE,wacc,,6.544723728886035,3.0,20.0,False,False,False,NONE,False
EOG,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
EOG,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
EOG,ep,BULL,operating_margin,,38.961111652377525,-20.0,50.0,False,False,False,NONE,False
EOG,ep,BULL,reinvestment_rate,,63.1928518384274,-50.0,150.0,False,False,False,NONE,False
EOG,ep,BULL,roic,,31.64914926000864,2.0,35.0,False,False,False,NONE,False
EOG,ep,BULL,wacc,,5.544723728886035,3.0,20.0,False,False,False,NONE,False
EOG,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
EPD,midstream,BEAR,growth,,0.8635597124465928,-5.0,12.0,False,False,False,NONE,False
EPD,midstream,BEAR,operating_margin,,12.769565257876526,0.0,40.0,False,False,False,NONE,False
EPD,midstream,BEAR,reinvestment_rate,,8.871932741895046,-50.0,150.0,False,False,False,NONE,False
EPD,midstream,BEAR,roic,,9.733614281910532,2.0,20.0,False,False,False,NONE,False
EPD,midstream,BEAR,wacc,,7.640522159772316,3.0,20.0,False,False,False,NONE,False
EPD,midstream,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
EPD,midstream,BASE,growth,,12.0,-5.0,12.0,False,True,True,UPPER,False
EPD,midstream,BASE,operating_margin,,13.85503366170121,0.0,40.0,False,False,False,NONE,False
EPD,midstream,BASE,reinvestment_rate,,106.0325132186511,-50.0,150.0,False,False,False,NONE,False
EPD,midstream,BASE,roic,,11.317283383875504,2.0,20.0,False,False,False,NONE,False
EPD,midstream,BASE,wacc,,6.140522159772316,3.0,20.0,False,False,False,NONE,False
EPD,midstream,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
EPD,midstream,BULL,growth,,12.0,-5.0,12.0,False,True,True,UPPER,False
EPD,midstream,BULL,operating_margin,,16.580301469512058,0.0,40.0,False,False,False,NONE,False
EPD,midstream,BULL,reinvestment_rate,,101.89532725894829,-50.0,150.0,False,False,False,NONE,False
EPD,midstream,BULL,roic,,11.776791264926407,2.0,20.0,False,False,False,NONE,False
EPD,midstream,BULL,wacc,,5.140522159772316,3.0,20.0,False,False,False,NONE,False
EPD,midstream,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
EQT,ep,BEAR,growth,,-15.0,-15.0,20.0,True,False,True,LOWER,False
EQT,ep,BEAR,operating_margin,,-20.0,-20.0,50.0,True,False,True,LOWER,False
EQT,ep,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
EQT,ep,BEAR,roic,,2.0,2.0,35.0,True,False,True,LOWER,False
EQT,ep,BEAR,wacc,,8.21496233922278,3.0,20.0,False,False,False,NONE,False
EQT,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
EQT,ep,BASE,growth,,-14.161127648069428,-15.0,20.0,False,False,False,NONE,False
EQT,ep,BASE,operating_margin,,13.333246988131789,-20.0,50.0,False,False,False,NONE,False
EQT,ep,BASE,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
EQT,ep,BASE,roic,,2.827381687448481,2.0,35.0,False,False,False,NONE,False
EQT,ep,BASE,wacc,,6.71496233922278,3.0,20.0,False,False,False,NONE,False
EQT,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
EQT,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
EQT,ep,BULL,operating_margin,,39.389361456672766,-20.0,50.0,False,False,False,NONE,False
EQT,ep,BULL,reinvestment_rate,,143.06458345886375,-50.0,150.0,False,False,False,NONE,False
EQT,ep,BULL,roic,,13.97970029790827,2.0,35.0,False,False,False,NONE,False
EQT,ep,BULL,wacc,,5.71496233922278,3.0,20.0,False,False,False,NONE,False
EQT,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
ET,midstream,BEAR,growth,,12.0,-5.0,12.0,False,True,True,UPPER,True
ET,midstream,BEAR,operating_margin,,9.210725685570296,0.0,40.0,False,False,False,NONE,False
ET,midstream,BEAR,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
ET,midstream,BEAR,roic,,7.802200755236427,2.0,20.0,False,False,False,NONE,False
ET,midstream,BEAR,wacc,,8.587428971306306,3.0,20.0,False,False,False,NONE,False
ET,midstream,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
ET,midstream,BASE,growth,,12.0,-5.0,12.0,False,True,True,UPPER,True
ET,midstream,BASE,operating_margin,,10.5799230499046,0.0,40.0,False,False,False,NONE,False
ET,midstream,BASE,reinvestment_rate,,143.7273456117322,-50.0,150.0,False,False,False,NONE,False
ET,midstream,BASE,roic,,8.349141876186199,2.0,20.0,False,False,False,NONE,False
ET,midstream,BASE,wacc,,7.087428971306306,3.0,20.0,False,False,False,NONE,False
ET,midstream,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
ET,midstream,BULL,growth,,12.0,-5.0,12.0,False,True,True,UPPER,True
ET,midstream,BULL,operating_margin,,11.315076884309104,0.0,40.0,False,False,False,NONE,False
ET,midstream,BULL,reinvestment_rate,,138.94546850241673,-50.0,150.0,False,False,False,NONE,False
ET,midstream,BULL,roic,,8.636481728651178,2.0,20.0,False,False,False,NONE,False
ET,midstream,BULL,wacc,,6.087428971306306,3.0,20.0,False,False,False,NONE,False
ET,midstream,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
FANG,ep,BEAR,growth,,-6.541717819796097,-15.0,20.0,False,False,False,NONE,False
FANG,ep,BEAR,operating_margin,,35.059475391814544,-20.0,50.0,False,False,False,NONE,False
FANG,ep,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
FANG,ep,BEAR,roic,,8.3777912383599,2.0,35.0,False,False,False,NONE,False
FANG,ep,BEAR,wacc,,7.420453693081896,3.0,20.0,False,False,False,NONE,False
FANG,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
FANG,ep,BASE,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
FANG,ep,BASE,operating_margin,,50.0,-20.0,50.0,False,True,True,UPPER,False
FANG,ep,BASE,reinvestment_rate,,127.00913064061352,-50.0,150.0,False,False,False,NONE,False
FANG,ep,BASE,roic,,15.746899375756083,2.0,35.0,False,False,False,NONE,False
FANG,ep,BASE,wacc,,5.920453693081896,3.0,20.0,False,False,False,NONE,False
FANG,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
FANG,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
FANG,ep,BULL,operating_margin,,50.0,-20.0,50.0,False,True,True,UPPER,False
FANG,ep,BULL,reinvestment_rate,,95.94965195836517,-50.0,150.0,False,False,False,NONE,False
FANG,ep,BULL,roic,,20.84426529100749,2.0,35.0,False,False,False,NONE,False
FANG,ep,BULL,wacc,,4.920453693081896,3.0,20.0,False,False,False,NONE,False
FANG,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
HAL,services,BEAR,growth,,-7.882257121330663,-15.0,20.0,False,False,False,NONE,False
HAL,services,BEAR,operating_margin,,10.9898281458407,-10.0,30.0,False,False,False,NONE,False
HAL,services,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
HAL,services,BEAR,roic,,11.39946332841701,2.0,35.0,False,False,False,NONE,False
HAL,services,BEAR,wacc,,8.458599060637539,3.0,20.0,False,False,False,NONE,False
HAL,services,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
HAL,services,BASE,growth,,0.2299590597500067,-15.0,20.0,False,False,False,NONE,False
HAL,services,BASE,operating_margin,,13.32719405131007,-10.0,30.0,False,False,False,NONE,False
HAL,services,BASE,reinvestment_rate,,1.527459466461422,-50.0,150.0,False,False,False,NONE,False
HAL,services,BASE,roic,,15.055002427183206,2.0,35.0,False,False,False,NONE,False
HAL,services,BASE,wacc,,6.95859906063754,3.0,20.0,False,False,False,NONE,False
HAL,services,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
HAL,services,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
HAL,services,BULL,operating_margin,,17.18901141062403,-10.0,30.0,False,False,False,NONE,False
HAL,services,BULL,reinvestment_rate,,93.3896238339584,-50.0,150.0,False,False,False,NONE,False
HAL,services,BULL,roic,,21.415655378973256,2.0,35.0,False,False,False,NONE,False
HAL,services,BULL,wacc,,5.95859906063754,3.0,20.0,False,False,False,NONE,False
HAL,services,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
KMI,midstream,BEAR,growth,,-3.4662785377290284,-5.0,12.0,False,False,False,NONE,False
KMI,midstream,BEAR,operating_margin,,21.14458720784117,0.0,40.0,False,False,False,NONE,False
KMI,midstream,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
KMI,midstream,BEAR,roic,,4.60967073934367,2.0,20.0,False,False,False,NONE,False
KMI,midstream,BEAR,wacc,,7.606857137616917,3.0,20.0,False,False,False,NONE,False
KMI,midstream,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
KMI,midstream,BASE,growth,,11.51115618661258,-5.0,12.0,False,False,False,NONE,False
KMI,midstream,BASE,operating_margin,,27.04489493637857,0.0,40.0,False,False,False,NONE,False
KMI,midstream,BASE,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
KMI,midstream,BASE,roic,,5.2816385480989005,2.0,20.0,False,False,False,NONE,False
KMI,midstream,BASE,wacc,,6.106857137616917,3.0,20.0,False,False,False,NONE,False
KMI,midstream,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
KMI,midstream,BULL,growth,,12.0,-5.0,12.0,False,True,True,UPPER,False
KMI,midstream,BULL,operating_margin,,28.012152819478445,0.0,40.0,False,False,False,NONE,False
KMI,midstream,BULL,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
KMI,midstream,BULL,roic,,5.5008635246266095,2.0,20.0,False,False,False,NONE,False
KMI,midstream,BULL,wacc,,5.106857137616917,3.0,20.0,False,False,False,NONE,False
KMI,midstream,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
MGY,ep,BEAR,growth,,-15.0,-15.0,20.0,True,False,True,LOWER,False
MGY,ep,BEAR,operating_margin,,36.12483008464877,-20.0,50.0,False,False,False,NONE,False
MGY,ep,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
MGY,ep,BEAR,roic,,19.190474407380897,2.0,35.0,False,False,False,NONE,False
MGY,ep,BEAR,wacc,,8.283254391053909,3.0,20.0,False,False,False,NONE,False
MGY,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
MGY,ep,BASE,growth,,-0.8319554298391874,-15.0,20.0,False,False,False,NONE,False
MGY,ep,BASE,operating_margin,,45.488414931776006,-20.0,50.0,False,False,False,NONE,False
MGY,ep,BASE,reinvestment_rate,,-2.712336231156175,-50.0,150.0,False,False,False,NONE,False
MGY,ep,BASE,roic,,30.673019822640263,2.0,35.0,False,False,False,NONE,False
MGY,ep,BASE,wacc,,6.78325439105391,3.0,20.0,False,False,False,NONE,False
MGY,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
MGY,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
MGY,ep,BULL,operating_margin,,50.0,-20.0,50.0,False,True,True,UPPER,False
MGY,ep,BULL,reinvestment_rate,,57.14285714285714,-50.0,150.0,False,False,False,NONE,False
MGY,ep,BULL,roic,,35.0,2.0,35.0,False,True,True,UPPER,False
MGY,ep,BULL,wacc,,5.78325439105391,3.0,20.0,False,False,False,NONE,False
MGY,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
MPC,refining,BEAR,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
MPC,refining,BEAR,operating_margin,,4.116299052098086,-10.0,20.0,False,False,False,NONE,False
MPC,refining,BEAR,reinvestment_rate,,150.0,-50.0,150.0,False,True,True,UPPER,False
MPC,refining,BEAR,roic,,9.003600141742982,2.0,35.0,False,False,False,NONE,False
MPC,refining,BEAR,wacc,,7.873720721411169,3.0,20.0,False,False,False,NONE,False
MPC,refining,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
MPC,refining,BASE,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
MPC,refining,BASE,operating_margin,,6.450869821050619,-10.0,20.0,False,False,False,NONE,False
MPC,refining,BASE,reinvestment_rate,,142.5346725054906,-50.0,150.0,False,False,False,NONE,False
MPC,refining,BASE,roic,,14.031673591020162,2.0,35.0,False,False,False,NONE,False
MPC,refining,BASE,wacc,,6.373720721411169,3.0,20.0,False,False,False,NONE,False
MPC,refining,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
MPC,refining,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,True
MPC,refining,BULL,operating_margin,,10.778877847519947,-10.0,20.0,False,False,False,NONE,False
MPC,refining,BULL,reinvestment_rate,,81.67139938809588,-50.0,150.0,False,False,False,NONE,False
MPC,refining,BULL,roic,,24.48837677552409,2.0,35.0,False,False,False,NONE,False
MPC,refining,BULL,wacc,,5.373720721411169,3.0,20.0,False,False,False,NONE,False
MPC,refining,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
MTDR,ep,BEAR,growth,,-3.7074139638463146,-15.0,20.0,False,False,False,NONE,False
MTDR,ep,BEAR,operating_margin,,-4.5805134973867645,-20.0,50.0,False,False,False,NONE,False
MTDR,ep,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
MTDR,ep,BEAR,roic,,2.0,2.0,35.0,True,False,True,LOWER,False
MTDR,ep,BEAR,wacc,,7.745821698485839,3.0,20.0,False,False,False,NONE,False
MTDR,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
MTDR,ep,BASE,growth,,12.15205483000792,-15.0,20.0,False,False,False,NONE,False
MTDR,ep,BASE,operating_margin,,42.68789823538322,-20.0,50.0,False,False,False,NONE,False
MTDR,ep,BASE,reinvestment_rate,,46.499261071330565,-50.0,150.0,False,False,False,NONE,False
MTDR,ep,BASE,roic,,26.1338665390112,2.0,35.0,False,False,False,NONE,False
MTDR,ep,BASE,wacc,,6.245821698485839,3.0,20.0,False,False,False,NONE,False
MTDR,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
MTDR,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
MTDR,ep,BULL,operating_margin,,49.93410026742912,-20.0,50.0,False,False,False,NONE,False
MTDR,ep,BULL,reinvestment_rate,,57.14285714285714,-50.0,150.0,False,False,False,NONE,False
MTDR,ep,BULL,roic,,35.0,2.0,35.0,False,True,True,UPPER,False
MTDR,ep,BULL,wacc,,5.245821698485839,3.0,20.0,False,False,False,NONE,False
MTDR,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
NOG,ep,BEAR,growth,,-15.0,-15.0,20.0,True,False,True,LOWER,False
NOG,ep,BEAR,operating_margin,,-20.0,-20.0,50.0,True,False,True,LOWER,False
NOG,ep,BEAR,reinvestment_rate,,-50.0,-50.0,150.0,True,False,True,LOWER,False
NOG,ep,BEAR,roic,,2.0,2.0,35.0,True,False,True,LOWER,False
NOG,ep,BEAR,wacc,,8.02484968517377,3.0,20.0,False,False,False,NONE,False
NOG,ep,BEAR,terminal_growth,,1.0,0.0,3.0,False,False,False,NONE,False
NOG,ep,BASE,growth,,12.980183021620462,-15.0,20.0,False,False,False,NONE,False
NOG,ep,BASE,operating_margin,,25.20171480304018,-20.0,50.0,False,False,False,NONE,False
NOG,ep,BASE,reinvestment_rate,,82.94092686308896,-50.0,150.0,False,False,False,NONE,False
NOG,ep,BASE,roic,,15.649913152100314,2.0,35.0,False,False,False,NONE,False
NOG,ep,BASE,wacc,,6.52484968517377,3.0,20.0,False,False,False,NONE,False
NOG,ep,BASE,terminal_growth,,2.0,0.0,3.0,False,False,False,NONE,False
NOG,ep,BULL,growth,,20.0,-15.0,20.0,False,True,True,UPPER,False
NOG,ep,BULL,operating_margin,,50.0,-20.0,50.0,False,True,True,UPPER,False
NOG,ep,BULL,reinvestment_rate,,57.14285714285714,-50.0,150.0,False,False,False,NONE,False
NOG,ep,BULL,roic,,35.0,2.0,35.0,False,True,True,UPPER,False
NOG,ep,BULL,wacc,,5.52484968517377,3.0,20.0,False,False,False,NONE,False
NOG,ep,BULL,terminal_growth,,2.5,0.0,3.0,False,False,False,NONE,False
OVV,ep,BEAR,growth,,-15.0,-15.0,20.0,True,False,True,LOWER,False
