ticker,subindustry,scenario,forecast_year,revenue_usd,growth_pct,operating_margin_pct,ebit_usd,nopat_usd,forecast_normalized_roic_pct,reinvestment_rate_pct,reinvestment_usd,fcff_usd,fundamental_growth_reconstructed_pct,reinvestment_plausibility_status,wacc_pct,discount_factor,pv_fcff_usd,terminal_reinvestment_rate_pct,terminal_fcff_usd,terminal_value_usd,pv_terminal_value_usd
EOG,ep,BEAR,3,24377866647.116848,0.7897313200729541,12.901410971034489,3145088762.1152906,2437289921.326135,5.574619459989873,14.16655120122565,345279924.6269793,2092009996.6991558,0.7897313200729542,WITHIN_REFERENCE_RANGE,8.044723728886035,1.2612776208793006,1658643554.811279,,,,
EOG,ep,BEAR,4,24596015804.39138,0.894865660036477,12.901410971034489,3173233081.4251266,2459100391.867613,5.574619459989873,16.05249768991591,394747033.5972616,2064353358.2703512,0.894865660036477,WITHIN_REFERENCE_RANGE,8.044723728886035,1.362743920933307,1514850535.423068,,,,
EOG,ep,BEAR,5,24841975962.435295,1.0,12.901410971034489,3204965412.2393775,2483691395.7862883,5.574619459989873,17.93844417860617,445535594.60196775,2038155801.1843204,1.0,WITHIN_REFERENCE_RANGE,8.044723728886035,1.4723729045045806,1384266034.065679,17.93844417860617,2058537359.1961637,29220980671.752686,19846182025.188023
EOG,ep,BASE,1,24863387651.624504,4.100601455470199,32.77769481204113,8149645324.3842,6315576415.765447,20.580901119557726,19.924304731115285,1258334690.603556,5057241725.161891,4.100601455470199,WITHIN_REFERENCE_RANGE,6.544723728886035,1.0654472372888604,4746590490.985326,,,,
EOG,ep,BASE,2,25752365916.82391,3.575451091602649,32.77769481204113,8441031907.09664,6541386761.663932,20.580901119557726,17.372665418449294,1136413235.83061,5404973525.833322,3.5754510916026487,WITHIN_REFERENCE_RANGE,6.544723728886035,1.1351778154464651,4761345273.213912,,,,
EOG,ep,BASE,3,26537890521.793793,3.0503007277350993,32.77769481204113,8698508764.787159,6740918729.658933,20.580901119557726,14.821026105783305,999073324.6923867,5741845404.966546,3.0503007277350993,WITHIN_REFERENCE_RANGE,6.544723728886035,1.20947206729904,4747398108.820387,,,,
EOG,ep,BASE,4,27208012160.86764,2.5251503638675494,32.77769481204113,8918159190.512234,6911137063.488933,20.580901119557726,12.269386793117315,847954138.1219469,6063182925.366985,2.5251503638675494,WITHIN_REFERENCE_RANGE,6.544723728886035,1.2886286726818088,4705143579.297122,,,,
EOG,ep,BASE,5,27752172404.084995,2.0,32.77769481204113,9096522374.322477,7049359804.75871,20.580901119557726,9.717747480451328,685038984.8148881,6364320819.943822,2.0,WITHIN_REFERENCE_RANGE,6.544723728886035,1.3729658592000444,4635454536.103308,9.717747480451328,6491607236.342698,142838324694.6865,104036326713.8419
EOG,ep,BULL,1,27500571155.863216,15.142233946839804,41.27820674792696,11351742618.577986,8797045160.385288,30.671852674356515,49.36850117143269,4342969343.056273,4454075817.329015,15.142233946839806,WITHIN_REFERENCE_RANGE,5.544723728886035,1.0554472372888604,4220083827.94222,,,,
EOG,ep,BULL,2,30795600341.440826,11.981675460129853,41.27820674792696,12711871578.205244,9851078561.583712,30.671852674356515,39.06407476372382,3848232694.33023,6002845867.253481,11.981675460129855,WITHIN_REFERENCE_RANGE,5.544723728886035,1.1139688707006878,5388701628.15024,,,,
EOG,ep,BULL,3,33512116270.22622,8.821116973419901,41.27820674792696,13833200639.629648,10720053724.644503,30.671852674356515,28.75964835601495,3083049754.7836423,7637003969.860861,8.821116973419901,WITHIN_REFERENCE_RANGE,5.544723728886035,1.1757353670068327,6495512667.3641,,,,
EOG,ep,BULL,4,35409089211.83662,5.6605584867099505,41.27820674792696,14616237052.419819,11326868635.53473,30.671852674356515,18.455221948306086,2090398746.4810038,9236469889.053726,5.6605584867099505,WITHIN_REFERENCE_RANGE,5.544723728886035,1.240926644890166,7443203776.054985,,,,
EOG,ep,BULL,5,36294316442.13253,2.5,41.27820674792696,14981642978.730312,11610040351.423098,30.671852674356515,8.15079554059722,946310651.2253318,10663729700.197765,2.5000000000000004,WITHIN_REFERENCE_RANGE,5.544723728886035,1.3097325990274604,8141913630.397609,8.15079554059722,10930322942.702711,358992273716.1364,274095852834.92636
EPD,midstream,BEAR,1,52740505686.94676,2.279658076111238,12.391994615918811,6535600625.134797,6440881775.495163,8.45549599257866,26.960666507465454,1736504655.6313705,4704377119.863792,2.2796580761112386,WITHIN_REFERENCE_RANGE,7.640522159772316,1.0764052215977231,4370451782.9085045,,,,
EPD,midstream,BEAR,2,53774084349.11993,1.9597435570834287,12.391994615918811,6663681637.302582,6567106541.109791,8.45549599257866,23.177156713260633,1522068574.559806,5045037966.549985,1.9597435570834287,WITHIN_REFERENCE_RANGE,7.640522159772316,1.1586482010828434,4354244853.472365,,,,
EPD,midstream,BEAR,3,54655887399.22532,1.639829038055619,12.391994615918811,6772954623.79465,6674795861.1309595,8.45549599257866,19.39364691905581,1294486341.8754892,5380309519.25547,1.639829038055619,WITHIN_REFERENCE_RANGE,7.640522159772316,1.2471749736403812,4313997340.365864,,,,
EPD,midstream,BEAR,4,55377298392.51119,1.3199145190278094,12.391994615918811,6862351835.2412815,6762897460.817495,8.45549599257866,15.610137124850992,1055697567.2466769,5707199893.570818,1.3199145190278094,WITHIN_REFERENCE_RANGE,7.640522159772316,1.342465653872509,4251281868.633056,,,,
EPD,midstream,BEAR,5,55931071376.4363,1.0,12.391994615918811,6930975353.593694,6830526435.42567,8.45549599257866,11.826627330646176,807820906.2390643,6022705529.186605,1.0,WITHIN_REFERENCE_RANGE,7.640522159772316,1.4450370396439705,4167855469.414462,11.826627330646176,6082932584.478471,91603226946.94594,63391611726.101654
EPD,midstream,BASE,1,54377969225.2048,5.455190972956087,15.396162965137034,8372120759.044596,8250785675.580182,10.321728417088226,52.85152595106746,4360666132.496217,3890119543.0839653,5.455190972956088,WITHIN_REFERENCE_RANGE,6.140522159772316,1.0614052215977232,3665065390.603793,,,,
EPD,midstream,BASE,2,56874675622.66849,4.591393229717065,15.396162965137034,8756517744.759106,8629611690.487234,10.321728417088226,44.48279439435497,3838692425.3106565,4790919265.176578,4.591393229717065,WITHIN_REFERENCE_RANGE,6.140522159772316,1.126581044434912,4252618388.0358834,,,,
EPD,midstream,BASE,3,58994733464.12811,3.7275954864780436,15.396162965137034,9082925304.985397,8951288706.362421,10.321728417088226,36.11406283764249,3232674028.1945205,5718614678.1679,3.7275954864780436,WITHIN_REFERENCE_RANGE,6.140522159772316,1.1957590031162322,4782414067.77184,,,,
EPD,midstream,BASE,4,60684223309.70369,2.863797743239022,15.396162965137034,9343041914.889654,9207635510.326036,10.321728417088226,27.745331280930014,2554688975.4805098,6652946534.845527,2.8637977432390214,WITHIN_REFERENCE_RANGE,6.140522159772316,1.269184849680057,5241905098.790485,,,,
EPD,midstream,BASE,5,61897907775.897766,2.0,15.396162965137034,9529902753.187447,9391788220.532557,10.321728417088226,19.376599724217535,1819809210.4388063,7571979010.09375,2.0,WITHIN_REFERENCE_RANGE,6.140522159772316,1.3471194266231339,5620866910.868226,19.376599724217535,7723418590.295628,186532478085.33243,138467662479.5763
EPD,midstream,BULL,1,57752800000.00001,12.0,19.84255486431374,11459631025.677387,11293549416.6096,11.138671248283323,107.73277828672269,12166854553.697485,-873305137.0878849,12.0,WITHIN_REFERENCE_RANGE,5.140522159772316,1.0514052215977232,-830607570.8477117,,,,
EPD,midstream,BULL,2,63311507000.00001,9.625,19.84255486431374,12562620511.898836,12380553547.958273,11.138671248283323,86.4106659174755,10698118765.060383,1682434782.89789,9.625,WITHIN_REFERENCE_RANGE,5.140522159772316,1.1054529400029574,1521941569.8450167,,,,
EPD,midstream,BULL,3,67901591257.50001,7.25,19.84255486431374,13473410499.011501,13278143680.185247,11.138671248283323,65.0885535482283,8642551659.488068,4635592020.69718,7.250000000000001,WITHIN_REFERENCE_RANGE,5.140522159772316,1.162278993349664,3988364280.1953254,,,,
EPD,midstream,BULL,4,71211793831.30313,4.875,19.84255486431374,14130239260.83831,13925453184.594278,11.138671248283323,43.7664411789811,6094675276.942005,7830777907.652273,4.875,WITHIN_REFERENCE_RANGE,5.140522159772316,1.2220262025611823,6408027823.986217,,,,
EPD,midstream,BULL,5,72992088677.08571,2.5,19.84255486431374,14483495242.35927,14273589514.209137,11.138671248283323,22.444328809733896,3203611363.5207977,11069978150.68834,2.5000000000000004,WITHIN_REFERENCE_RANGE,5.140522159772316,1.284844730302064,8615810058.298494,22.444328809733896,11346727604.455545,429715295607.8179,334449202672.7563
EQT,ep,BEAR,1,8740632450.0,-15.0,-20.0,-1748126490.0,-1366925376.7737544,2.0,-750.0,10251940325.803158,-11618865702.576912,-15.0,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,8.21496233922278,1.0821496233922279,-10736838466.158783,,,,
EQT,ep,BEAR,2,7779162880.5,-11.0,-20.0,-1555832576.1,-1216563585.3286412,2.0,-550.0,6691099719.307527,-7907663304.636168,-11.0,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,8.21496233922278,1.1710478074079407,-6752639178.872986,,,,
EQT,ep,BEAR,3,7234621478.865,-7.0,-20.0,-1446924295.7729998,-1131404134.3556361,2.0,-350.0,3959914470.244726,-5091318604.600363,-7.0,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,8.21496233922278,1.2672489437607972,-4017615188.9232802,,,,
EQT,ep,BEAR,4,7017582834.499049,-3.0,-20.0,-1403516566.8998098,-1097462010.3249671,2.0,-150.0,1646193015.4874506,-2743655025.812418,-3.0,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,8.21496233922278,1.3713529672349452,-2000692083.9238358,,,,
EQT,ep,BEAR,5,7087758662.84404,1.0,-20.0,-1417551732.568808,-1108436630.428217,2.0,50.0,-554218315.2141085,-554218315.2141085,1.0,WITHIN_REFERENCE_RANGE,8.21496233922278,1.4840090970311102,-373460187.22046286,50.0,-559760498.3662496,-7758328762.4831705,-5227952293.55695
EQT,ep,BASE,1,9035801108.475248,-12.129574305530257,18.62872827295765,1683254835.7827497,1316199808.0634193,6.019614264070633,-201.50085659023435,-2652153887.6868105,3968353695.75023,-12.129574305530257,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,6.7149623392227795,1.0671496233922277,3718647890.3827276,,,,
EQT,ep,BASE,2,8258976956.853301,-8.597180729147693,18.62872827295765,1538542375.4183884,1203043731.807512,6.019614264070633,-142.81946237754505,-1718180589.9342437,2921224321.7417555,-8.597180729147693,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,6.7149623392227795,1.1388083187061735,2565158924.2521744,,,,
EQT,ep,BASE,3,7840677352.992763,-5.0647871527651285,18.62872827295765,1460618478.8483505,1142112127.436779,6.019614264070633,-84.13806816485575,-960951080.3018413,2103063207.7386203,-5.064787152765129,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,6.7149623392227795,1.2152788684232292,1730519029.3214364,,,,
EQT,ep,BASE,4,7720527316.890619,-1.5323935763825642,18.62872827295765,1438236055.1030216,1124610474.5608516,6.019614264070633,-25.456673952166437,-286288421.7408677,1410898896.3017192,-1.5323935763825642,WITHIN_REFERENCE_RANGE,6.7149623392227795,1.2968843867543816,1087914166.2216117,,,,
EQT,ep,BASE,5,7874937863.228432,2.0,18.62872827295765,1467000776.2050822,1147102684.0520687,6.019614264070633,33.224720260522865,381121657.8772493,765981026.1748195,2.0,WITHIN_REFERENCE_RANGE,6.7149623392227795,1.3839696849081986,553466621.7964365,33.224720260522865,781300646.6983157,16570665691.194181,11973286605.83584
EQT,ep,BULL,1,11196902766.55889,8.886483970333927,41.5840994652807,4656131183.476615,3640802830.1669397,18.050817701427675,49.230367938573096,1792380629.209167,1848422200.9577727,8.886483970333927,WITHIN_REFERENCE_RANGE,5.7149623392227795,1.0571496233922277,1748496296.1311712,,,,
EQT,ep,BULL,2,12013141635.992981,7.289862977750445,41.5840994652807,4995556766.81637,3906212367.7761693,18.050817701427675,40.385222976208304,1577532574.6506321,2328679793.125537,7.2898629777504445,WITHIN_REFERENCE_RANGE,5.7149623392227795,1.117565326238329,2083707984.180004,,,,
EQT,ep,BULL,3,12697078859.350906,5.693241985166964,41.5840994652807,5279965902.05761,4128602490.3281875,18.050817701427675,31.540078013843516,1302164446.3309965,2826438043.997191,5.693241985166964,WITHIN_REFERENCE_RANGE,5.7149623392227795,1.1814337637490615,2392379607.4931974,,,,
EQT,ep,BULL,4,13217230057.347954,4.096620992583482,41.5840994652807,5496266093.6025505,4297735686.647296,18.050817701427675,22.694933051478724,975368236.8141133,3322367449.833183,4.096620992583482,WITHIN_REFERENCE_RANGE,5.7149623392227795,1.2489522584101826,2660123657.6186614,,,,
EQT,ep,BULL,5,13547660808.78165,2.5,41.5840994652807,5633672745.942614,4405179078.8134775,18.050817701427675,13.849788089113934,610107967.361648,3795071111.4518294,2.4999999999999996,WITHIN_REFERENCE_RANGE,5.7149623392227795,1.3203294096131968,2874336573.752176,13.849788089113934,3889947889.2381244,120995130853.64862,91640108879.41617
ET,midstream,BEAR,1,96831894439.64473,4.924739605410002,9.849966349985792,9537909018.358768,8927952733.432936,7.075914902097157,69.59862680019525,6213732503.83982,2714220229.593116,4.924739605410001,WITHIN_REFERENCE_RANGE,8.587428971306306,1.085874289713063,2499571318.06697,,,,
ET,midstream,BEAR,2,100650513167.84732,3.9435547040575014,9.849966349985792,9914041678.12098,9280031433.428259,7.075914902097157,55.73208212112206,5171954739.344178,4108076694.0840807,3.943554704057501,WITHIN_REFERENCE_RANGE,8.587428971306306,1.1791229730598494,3484010394.1182094,,,,
ET,midstream,BEAR,3,103632153576.19926,2.962369802705001,9.849966349985792,10207732255.021225,9554940282.293673,7.075914902097157,41.865537442048876,4000227101.4490676,5554713180.8446045,2.962369802705001,WITHIN_REFERENCE_RANGE,8.587428971306306,1.280379320855719,4338334031.458903,,,,
ET,midstream,BEAR,4,105685298155.79736,1.9811849013525005,9.849966349985792,10409966305.228195,9744241316.499723,7.075914902097157,27.99899276297568,2728289421.0136433,7015951895.48608,1.9811849013525005,WITHIN_REFERENCE_RANGE,8.587428971306306,1.3903309855974981,5046245799.140381,,,,
ET,midstream,BEAR,5,106742151137.35533,1.0,9.849966349985792,10514065968.280476,9841683729.664719,7.075914902097157,14.132448083902485,1390870843.6767442,8450812885.987974,1.0,WITHIN_REFERENCE_RANGE,8.587428971306306,1.5097246714517463,5597585470.906891,14.132448083902485,8535321014.847854,112492928067.28378,74512214176.84785
ET,midstream,BASE,1,98850810507.8981,7.112389077441145,13.05679824242517,12906750889.018274,12081354692.894415,8.201627340167292,86.71924219975679,10476859237.142792,1604495455.7516232,7.112389077441145,WITHIN_REFERENCE_RANGE,7.087428971306306,1.070874289713063,1498304209.153758,,,,
ET,midstream,BASE,2,104618055247.58194,5.8342918080808595,13.05679824242517,13659768398.825672,12786216180.047148,8.201627340167292,71.13578276725086,9095574965.98942,3690641214.057728,5.8342918080808595,WITHIN_REFERENCE_RANGE,7.087428971306306,1.146771744368457,3218287538.19725,,,,
ET,midstream,BASE,3,109384657367.28795,4.556194538720573,13.05679824242517,14282134020.61485,13368781063.351465,8.201627340167292,55.55232333474491,7426668482.227155,5942112581.1243105,4.556194538720573,WITHIN_REFERENCE_RANGE,7.087428971306306,1.2280483772135817,4838663273.6788845,,,,
ET,midstream,BASE,4,112970392833.54411,3.2780972693602863,13.05679824242517,14750316265.950998,13807022710.335941,8.201627340167292,39.968863902238965,5518510116.045398,8288512594.290544,3.2780972693602863,WITHIN_REFERENCE_RANGE,7.087428971306306,1.315085433681874,6302641928.80991,,,,
ET,midstream,BASE,5,115229800690.215,2.0,13.05679824242517,15045322591.27002,14083163164.542662,8.201627340167292,24.385404469733018,3434236299.8061805,10648926864.73648,2.0,WITHIN_REFERENCE_RANGE,7.087428971306306,1.4082911797060722,7561594518.371579,24.385404469733018,10861905402.031212,213504806913.1506,151605584121.96524
ET,midstream,BULL,1,103361440000.00002,12.0,16.081680160597344,16622256190.187729,15559250701.947397,8.89559300808673,134.89825792492016,20989158143.09795,-5429907441.150553,12.0,WITHIN_REFERENCE_RANGE,6.087428971306306,1.060874289713063,-5118332580.780322,,,,
ET,midstream,BULL,2,113309978600.00002,9.625,16.081680160597344,18222148348.493298,17056828582.009832,8.89559300808673,108.19964437727971,18455427867.77684,-1398599285.7670078,9.625,WITHIN_REFERENCE_RANGE,6.087428971306306,1.1254542585741958,-1242697581.9868958,,,,
ET,midstream,BULL,3,121524952048.50002,7.25,16.081680160597344,19543254103.759064,18293448654.205547,8.89559300808673,81.50103082963926,14909349227.468292,3384099426.737255,7.25,WITHIN_REFERENCE_RANGE,6.087428971306306,1.1939654871694418,2834336053.3477464,,,,
ET,midstream,BULL,4,127449293460.8644,4.875,16.081680160597344,20495987741.317318,19185254276.09807,8.89559300808673,54.802417281998814,10513983104.999784,8671271171.098284,4.875,WITHIN_REFERENCE_RANGE,6.087428971306306,1.2666472881427928,6845845131.688109,,,,
ET,midstream,BULL,5,130635525797.38599,2.5,16.081680160597344,21008387434.850246,19664885633.000515,8.89559300808673,28.10380373435837,5526580862.8845005,14138304770.116014,2.5000000000000004,WITHIN_REFERENCE_RANGE,6.087428971306306,1.343753542125463,10521501396.567822,28.10380373435837,14491762389.368914,403959562831.20404,300620277578.76404
FANG,ep,BEAR,1,16785701463.910183,10.301626126364706,25.951205845297356,4356091939.476423,3564075223.2079825,6.178273506721853,166.73956106275836,5942723383.123515,-2378648159.9155326,10.301626126364706,OUTSIDE_REFERENCE_RANGE_NOT_CLIPPED,7.420453693081896,1.0742045369308189,-2214334494.166005,,,,
FANG,ep,BEAR,2,18124565873.194775,7.9762195947735295,25.951205845297356,4703543398.319292,3848353689.533966,6.178273506721853,129.10110868506456,4968267279.310938,-1119913589.7769718,7.976219594773529,WITHIN_REFERENCE_RANGE,7.420453693081896,1.153915387162755,-970533543.6514225,,,,
FANG,ep,BEAR,3,19148751209.20236,5.650813063182353,25.951205845297356,4969331843.103971,4065816962.539612,6.178273506721853,91.46265630737078,3718704194.5343876,347112768.0052242,5.650813063182353,WITHIN_REFERENCE_RANGE,7.420453693081896,1.2395411441245137,280033276.5479838,,,,
FANG,ep,BEAR,4,19785525032.631317,3.3254065315911765,25.951205845297356,5134582328.79099,4201021905.374446,6.178273506721853,53.824203929677,2261166597.479144,1939855307.8953018,3.3254065315911765,WITHIN_REFERENCE_RANGE,7.420453693081896,1.3315207207309707,1456872039.3854413,,,,
FANG,ep,BEAR,5,19983380282.95763,1.0,25.951205845297356,5185928152.078899,4243032124.42819,6.178273506721853,16.185751551983213,686766637.9307821,3556265486.497408,1.0,WITHIN_REFERENCE_RANGE,7.420453693081896,1.4303255992266026,2486332824.0928717,16.185751551983213,3591828141.3623824,55943525380.9651,39112440839.49456
FANG,ep,BASE,1,17730993709.826157,16.513298132646565,46.766288937009925,8292127749.7403555,6784468158.878472,15.247841184290348,108.29925320615223,7347528350.074572,-563060191.1960993,16.513298132646565,WITHIN_REFERENCE_RANGE,5.920453693081896,1.059204536930819,-531587782.6842004,,,,
FANG,ep,BASE,2,20015627568.26359,12.884973599484923,46.766288937009925,9360566221.129965,7658645090.015425,15.247841184290348,84.50359263159261,6471830247.9661045,1186814842.0493202,12.884973599484923,WITHIN_REFERENCE_RANGE,5.920453693081896,1.1219142510548306,1057848085.0327641,,,,
FANG,ep,BASE,3,21868403970.680008,9.256649066323282,46.766288937009925,10227040986.840765,8367578989.233353,15.247841184290348,60.70793205703301,5079784167.602353,3287794821.6309996,9.256649066323282,WITHIN_REFERENCE_RANGE,5.920453693081896,1.1883366647646185,2766720003.7812805,,,,
FANG,ep,BASE,4,23099228716.372684,5.628324533161641,46.766288937009925,10802652043.719618,8838533490.31605,15.247841184290348,36.91227148247341,3262503477.014793,5576030013.301256,5.628324533161641,WITHIN_REFERENCE_RANGE,5.920453693081896,1.2586915867199215,4430020882.10669,,,,
FANG,ep,BASE,5,23561213290.700138,2.0,46.766288937009925,11018705084.594011,9015304160.122372,15.247841184290348,13.116610907913797,1182502368.8482175,7832801791.274155,2.0,WITHIN_REFERENCE_RANGE,5.920453693081896,1.3332118392503922,5875136689.213774,13.116610907913797,7989457827.099638,203789113520.15152,152855763443.215
FANG,ep,BULL,1,18261600000.0,20.0,50.0,9130800000.0,7470654545.454545,22.954078410784263,87.13048566830554,6509217588.055889,961436957.3986559,19.999999999999996,WITHIN_REFERENCE_RANGE,4.920453693081896,1.049204536930819,916348455.9560667,,,,
FANG,ep,BULL,2,21114975000.0,15.625,50.0,10557487500.0,8637944318.181818,22.954078410784263,68.07069192836371,5879908465.773143,2758035852.408675,15.625,WITHIN_REFERENCE_RANGE,4.920453693081896,1.1008301603162143,2505414506.1000395,,,,
FANG,ep,BULL,3,23490409687.5,11.25,50.0,11745204843.75,9609713053.977272,22.954078410784263,49.01089818842187,4709806681.084287,4899906372.892985,11.25,WITHIN_REFERENCE_RANGE,4.920453693081896,1.1549959985940528,4242357877.3065157,,,,
FANG,ep,BULL,4,25105375353.51563,6.875,50.0,12552687676.757814,10270380826.438211,22.954078410784263,29.95110444848003,3076092488.583175,7194288337.855036,6.875,WITHIN_REFERENCE_RANGE,4.920453693081896,1.2118270418618218,5936728666.165021,,,,
FANG,ep,BULL,5,25733009737.353516,2.5,50.0,12866504868.676758,10527140347.099165,22.954078410784263,10.891310708538192,1146543563.926456,9380596783.172709,2.4999999999999996,WITHIN_REFERENCE_RANGE,4.920453693081896,1.2714544302968769,7377847416.035505,10.891310708538192,9615111702.752024,397244191460.21216,312432897313.8723
HAL,services,BEAR,1,22616524306.256386,2.018694150644519,10.534061267317222,2382438526.958739,1942796971.0173194,10.576478706548373,19.08663749679423,370814615.1567742,1571982355.8605452,2.018694150644519,WITHIN_REFERENCE_RANGE,8.465965631520497,1.084659656315205,1449286277.6890478,,,,
HAL,services,BEAR,2,23015484456.95915,1.7640206129833893,10.534061267317222,2424465233.665949,1977068310.054482,10.576478706548373,16.678713794329344,329749564.95237094,1647318745.102111,1.7640206129833893,WITHIN_REFERENCE_RANGE,8.465965631520497,1.1764865700378184,1400201912.248907,,,,
HAL,services,BEAR,3,23362867998.48151,1.5093470753222595,10.534061267317222,2461058828.762491,2006909132.769413,10.576478706548373,14.270790091864457,286401789.6719803,1720507343.0974326,1.5093470753222593,WITHIN_REFERENCE_RANGE,8.465965631520497,1.2760875187166743,1348267511.3284543,,,,
HAL,services,BEAR,4,23655995720.89716,1.2546735376611298,10.534061267317222,2491937082.633247,2032089290.583175,10.576478706548373,11.862866389399574,241064037.4551797,1791025253.1279953,1.2546735376611298,WITHIN_REFERENCE_RANGE,8.465965631520497,1.3841206494793505,1293980588.9043744,,,,
HAL,services,BEAR,5,23892555678.106133,1.0,10.534061267317222,2516856453.45958,2052410183.4890072,10.576478706548373,9.45494268693469,194054206.5496967,1858355976.9393106,1.0000000000000002,WITHIN_REFERENCE_RANGE,8.465965631520497,1.5012998279630505,1237831339.4338493,9.45494268693469,1876939536.7087038,25139943435.909595,16745451486.542322
HAL,services,BASE,1,22972794066.345203,3.625756986536174,13.29453349252246,3054125801.3184752,2490534924.0980186,14.216627513592615,25.503636379792344,635176970.9536959,1855357953.1443229,3.625756986536174,WITHIN_REFERENCE_RANGE,6.965965631520496,1.069659656315205,1734531112.0134366,,,,
HAL,services,BASE,2,23712361301.07424,3.2193177399021304,13.29453349252246,3152447815.0392494,2570713156.7279644,14.216627513592615,22.644735798445296,582131202.4769205,1988581954.2510438,3.21931773990213,WITHIN_REFERENCE_RANGE,6.965965631520496,1.1441717803483624,1738009963.543749,,,,
HAL,services,BASE,3,24379361212.35818,2.8128784932680873,13.29453349252246,3241122341.639988,2643024194.2371783,14.216627513592615,19.785835217098253,522944411.81980693,2120079782.4173713,2.8128784932680873,WITHIN_REFERENCE_RANGE,6.965965631520496,1.2238743933329856,1732269090.657043,,,,
HAL,services,BASE,4,24966035728.651043,2.4064392466340436,13.29453349252246,3319117981.7006364,2706626965.7453346,14.216627513592615,16.926934635751206,458148977.325329,2248477988.420006,2.4064392466340436,WITHIN_REFERENCE_RANGE,6.965965631520496,1.3091290629455414,1717537294.1159282,,,,
HAL,services,BASE,5,25465356443.224064,2.0,13.29453349252246,3385500341.334649,2760759505.060241,14.216627513592615,14.068034054404158,388384587.3320744,2372374917.7281666,2.0000000000000004,WITHIN_REFERENCE_RANGE,6.965965631520496,1.4003225435425741,1694163197.3777041,14.068034054404158,2419822416.082731,48728134579.1719,34797793411.15093
HAL,services,BULL,1,23900045924.1575,7.808407795378681,17.280146754216958,4129963010.019665,3367843298.1531186,20.326622590601414,38.41468379990052,1293746353.8616614,2074096944.2914572,7.808407795378681,WITHIN_REFERENCE_RANGE,5.965965631520496,1.059659656315205,1957323685.893444,,,,
HAL,services,BULL,2,25449080997.964237,6.481305846534011,17.280146754216958,4397638544.047762,3586123522.738421,20.326622590601414,31.885798133187286,1143464107.2671177,2442659415.471303,6.481305846534011,WITHIN_REFERENCE_RANGE,5.965965631520496,1.1228785872220584,2175354880.9887915,,,,
HAL,services,BULL,3,26760778522.687428,5.1542038976893405,17.280146754216958,4624301801.291361,3770959641.123359,20.326622590601414,25.356912466474054,956198935.3457142,2814760705.777645,5.154203897689341,WITHIN_REFERENCE_RANGE,5.965965631520496,1.1898691378194293,2365605272.304158,,,,
HAL,services,BULL,4,27784940799.055206,3.8271019488446703,17.280146754216958,4801278545.649041,3915278111.038937,20.326622590601414,18.828026799760817,737169612.0315801,3178108499.007357,3.8271019488446707,WITHIN_REFERENCE_RANGE,5.965965631520496,1.2608563216418056,2520595284.694318,,,,
HAL,services,BULL,5,28479564319.031586,2.5,17.280146754216958,4921310509.290267,4013160063.81491,20.326622590601414,12.299141133047579,493584220.1436981,3519575843.6712117,2.4999999999999996,WITHIN_REFERENCE_RANGE,5.965965631520496,1.3360785764538092,2634258123.510066,12.299141133047579,3607565239.762993,104085430246.47299,77903674290.42555
KMI,midstream,BEAR,1,17869664436.998127,1.9725201837373167,18.374153151607842,3283399511.332437,2551772446.3072743,4.795536319316616,41.13242090966812,1049605783.2720431,1502166663.035231,1.972520183737317,WITHIN_REFERENCE_RANGE,7.606857137616917,1.076068571376169,1395976709.0996172,,,,
KMI,midstream,BEAR,2,18178700651.430058,1.7293901378029877,18.374153151607842,3340182298.6660914,2595902547.332886,4.795536319316616,36.06249692733915,936147276.3686408,1659755270.9642453,1.7293901378029874,WITHIN_REFERENCE_RANGE,7.606857137616917,1.1579235703035495,1433389313.01756,,,,
KMI,midstream,BEAR,3,18448883424.43253,1.4862600918686584,18.374153151607842,3389826095.1668262,2634484410.9176965,4.795536319316616,30.992572945010178,816494502.7785888,1817989908.1391077,1.4862600918686584,WITHIN_REFERENCE_RANGE,7.606857137616917,1.2460051620593335,1459054876.7345612,,,,
KMI,midstream,BEAR,4,18678227037.421047,1.243130045934329,18.374153151607842,3431966041.8607674,2667234478.1852703,4.795536319316616,25.9226489626812,691417830.7915692,1975816647.393701,1.243130045934329,WITHIN_REFERENCE_RANGE,7.606857137616917,1.340786994664519,1473624561.7359035,,,,
KMI,midstream,BEAR,5,18865009307.795258,1.0,18.374153151607842,3466285702.279375,2693906822.967123,4.795536319316616,20.85272498035223,561752981.0202785,2132153841.9468446,1.0,WITHIN_REFERENCE_RANGE,7.606857137616917,1.4427787458683963,1477810681.6811466,20.85272498035223,2153475380.366313,32594550411.953785,22591509963.182472
KMI,midstream,BASE,1,18385028654.492348,4.913425328077775,24.817492447049435,4562703097.716513,3546013820.507942,6.010553534390651,81.74663614531632,2898747015.5132575,647266804.9946847,4.913425328077775,WITHIN_REFERENCE_RANGE,6.106857137616917,1.0610685713761692,610014114.5027056,,,,
