subindustry,v1_0_median_value_gap_pct,v1_1_median_value_gap_pct,median_value_gap_change_pct_points,absolute_skew_reduction_pct_points
ep,96.73753297554128,90.66707198700433,-6.070460988536951,6.070460988536951
integrated,3.3753472986203183,-7.105888763508106,-10.481236062128424,-3.7305414648877875
midstream,-25.523059244045537,-9.855671847060115,15.667387396985422,15.667387396985422
refining,24.66062268460767,10.694511816659924,-13.966110867947746,13.966110867947746
services,-2.121325587321876,-0.8500661984285229,1.2712593888933532,1.2712593888933532
