surface,ticker,fixed_variable,fixed_value_pct,solved_variable,solved_value_pct,solver_status,residual_value_gap_pct,domain_lower_pct,domain_upper_pct,interpretation
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,-10.0,operating_margin_center_pct,16.824825446819887,SOLVED,1.011124517447115e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,-5.0,operating_margin_center_pct,15.346485416521318,SOLVED,-6.924816275954981e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,0.0,operating_margin_center_pct,13.794069550931454,SOLVED,-3.8203995522678724e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,5.0,operating_margin_center_pct,12.220778770570178,SOLVED,5.67208502388894e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,10.0,operating_margin_center_pct,10.599513475317508,SOLVED,-3.765598943772375e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,15.0,operating_margin_center_pct,8.900716807984281,SOLVED,3.7112979356379583e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,AR,growth_center_pct,20.0,operating_margin_center_pct,7.589066200889647,SOLVED,1.7956303111077432e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,-10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,5.223203076415062,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,-5.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,3.9550491619919192,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,0.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,1.360370525500021,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,5.0,normalized_roic_center_pct,3.057116183685139,SOLVED,8.174638743696505e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,10.0,normalized_roic_center_pct,3.195660864468664,SOLVED,3.506017698384767e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,15.0,normalized_roic_center_pct,3.321534095215611,SOLVED,-3.912159485253142e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,AR,growth_center_pct,20.0,normalized_roic_center_pct,3.5586321785813197,SOLVED,2.0679902235087866e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,12.0,wacc_center_pct,6.78417060978245,SOLVED,4.093747563160832e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,14.0,wacc_center_pct,7.1019219072768465,SOLVED,6.917511008452948e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,16.0,wacc_center_pct,7.412891490384936,SOLVED,9.443312798396164e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,18.0,wacc_center_pct,7.7168196899292525,SOLVED,-3.3481439842830696e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,20.0,wacc_center_pct,8.013651520450367,SOLVED,4.50195436485501e-10,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,22.0,wacc_center_pct,8.303462360054255,SOLVED,7.172729077353779e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,24.0,wacc_center_pct,8.586408744275104,SOLVED,9.926237609647615e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,26.0,wacc_center_pct,8.862695833551697,SOLVED,-3.5696334776957883e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,28.0,wacc_center_pct,9.132555922900792,SOLVED,-4.287603605490631e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,30.0,wacc_center_pct,9.396234291256405,SOLVED,-5.351308285383993e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,32.0,wacc_center_pct,9.653979932307266,SOLVED,-9.014278212760019e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,34.0,wacc_center_pct,9.906039558816701,SOLVED,-3.323097352847526e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,36.0,wacc_center_pct,10.152653805969749,SOLVED,3.5550007382312288e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,38.0,wacc_center_pct,10.387679851963185,SOLVED,-9.270728629218183e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,CNX,terminal_margin_center_pct,40.0,wacc_center_pct,10.520065238932148,SOLVED,-6.048717082762778e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,-10.0,operating_margin_center_pct,18.59091066842666,SOLVED,1.6080914377880617e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,-5.0,operating_margin_center_pct,16.727500291308388,SOLVED,8.594747136214664e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,0.0,operating_margin_center_pct,15.51222702517407,SOLVED,-3.609390564207615e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,5.0,operating_margin_center_pct,14.824897889047861,SOLVED,-4.922096064063908e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,10.0,operating_margin_center_pct,14.024837496690452,SOLVED,-2.9817592839265217e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,15.0,operating_margin_center_pct,13.073952770209871,SOLVED,6.367528726514138e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,CNX,growth_center_pct,20.0,operating_margin_center_pct,11.9160704332171,SOLVED,-9.442280290983263e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,-10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,123.53252685357971,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,-5.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,123.3168253964236,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,0.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,111.42629334246439,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,5.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,87.56893382883462,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,59.36858608970965,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,15.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,26.52166136469436,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,CNX,growth_center_pct,20.0,normalized_roic_center_pct,3.0674662859819364,SOLVED,-4.1761039071275263e-10,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,12.0,wacc_center_pct,5.630973745021038,SOLVED,5.499156685573325e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,14.0,wacc_center_pct,5.92626489783288,SOLVED,-8.268996598559397e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,16.0,wacc_center_pct,6.22170400765026,SOLVED,-8.983425114905685e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,18.0,wacc_center_pct,6.515411296742968,SOLVED,1.202393740129537e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,20.0,wacc_center_pct,6.8061155690811574,SOLVED,5.60458346399173e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,22.0,wacc_center_pct,7.092979690816719,SOLVED,2.883937533226799e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,24.0,wacc_center_pct,7.3754718707932625,SOLVED,-4.2398418109712566e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,26.0,wacc_center_pct,7.6532736992812715,SOLVED,1.323408049813679e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,28.0,wacc_center_pct,7.926215355517343,SOLVED,-8.901113179859976e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,30.0,wacc_center_pct,8.194230152992532,SOLVED,-4.525368968444354e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,32.0,wacc_center_pct,8.457322651112918,SOLVED,-2.8850588584816705e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,34.0,wacc_center_pct,8.715546211431501,SOLVED,1.3940404386403316e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,36.0,wacc_center_pct,8.968987154017668,SOLVED,-1.2758460954387374e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,38.0,wacc_center_pct,9.217753528850153,SOLVED,8.450884436683737e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,COP,terminal_margin_center_pct,40.0,wacc_center_pct,9.448305851372425,SOLVED,9.544454115939516e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,-10.0,operating_margin_center_pct,27.50906998058781,SOLVED,-5.3550719414374726e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,-5.0,operating_margin_center_pct,24.904324208619073,SOLVED,6.975686694943306e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,0.0,operating_margin_center_pct,22.579503665911034,SOLVED,-8.434253295774852e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,5.0,operating_margin_center_pct,20.494417485315353,SOLVED,7.502753973653853e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,10.0,operating_margin_center_pct,18.907345235929824,SOLVED,9.82134373828103e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,15.0,operating_margin_center_pct,18.085989772807807,SOLVED,-9.350720198142426e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,COP,growth_center_pct,20.0,operating_margin_center_pct,17.300880518450867,SOLVED,-1.11655129586552e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,-10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,1.574850453721388,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,-5.0,normalized_roic_center_pct,3.304986735805869,SOLVED,-9.028944258915317e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,0.0,normalized_roic_center_pct,3.764486277475953,SOLVED,2.69579913947382e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,5.0,normalized_roic_center_pct,4.134192599914968,SOLVED,4.393041486139282e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,10.0,normalized_roic_center_pct,4.555278175510466,SOLVED,-5.530842450696127e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,15.0,normalized_roic_center_pct,5.171646014321595,SOLVED,-2.0090706875919295e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,COP,growth_center_pct,20.0,normalized_roic_center_pct,5.771798372734338,SOLVED,8.110978555464499e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,12.0,wacc_center_pct,7.244183728122152,SOLVED,-4.3899772705913165e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,14.0,wacc_center_pct,7.735058636229951,SOLVED,-5.987765838710857e-10,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,16.0,wacc_center_pct,8.211417110462207,SOLVED,5.5669469034569374e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,18.0,wacc_center_pct,8.672606929612812,SOLVED,-4.5477954735417825e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,20.0,wacc_center_pct,9.11869383836165,SOLVED,5.075628806139321e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,22.0,wacc_center_pct,9.550123456923757,SOLVED,-1.4470091791451978e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,24.0,wacc_center_pct,9.967530188150704,SOLVED,8.025091702279497e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,26.0,wacc_center_pct,10.371629331959412,SOLVED,6.008971098481197e-10,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,28.0,wacc_center_pct,10.763156519795302,SOLVED,2.777578167467709e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,30.0,wacc_center_pct,11.142834327067249,SOLVED,-7.72608643728745e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,32.0,wacc_center_pct,11.511354578251485,SOLVED,-4.824185495522215e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,34.0,wacc_center_pct,11.869369776919484,SOLVED,9.246359233827661e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,36.0,wacc_center_pct,12.217489805363584,SOLVED,5.903921795891165e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,38.0,wacc_center_pct,12.556281633675098,SOLVED,-1.5106915718376968e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,DVN,terminal_margin_center_pct,40.0,wacc_center_pct,12.886270710790996,SOLVED,-5.205558206711203e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,-10.0,operating_margin_center_pct,15.774884151760489,SOLVED,3.290301364700099e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,-5.0,operating_margin_center_pct,14.23367885116022,SOLVED,-1.3374301666146948e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,0.0,operating_margin_center_pct,12.845407441200223,SOLVED,5.086375765017692e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,5.0,operating_margin_center_pct,11.588043669471517,SOLVED,-7.685452274586169e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,10.0,operating_margin_center_pct,10.44350771640893,SOLVED,6.323985779488339e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,15.0,operating_margin_center_pct,9.602066046500113,SOLVED,-9.988287974493915e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_OPERATING_MARGIN,DVN,growth_center_pct,20.0,operating_margin_center_pct,9.204765771282837,SOLVED,-7.119937972532853e-09,-10.0,60.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,-10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,65.02119589529897,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,-5.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,55.064928739096516,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,0.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,41.44769212453711,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,5.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,23.880262678596686,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,10.0,normalized_roic_center_pct,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,2.0608808953890057,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,15.0,normalized_roic_center_pct,3.3274640849558637,SOLVED,1.48929757415317e-09,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
GROWTH_X_NORMALIZED_ROIC,DVN,growth_center_pct,20.0,normalized_roic_center_pct,3.823995139217004,SOLVED,-9.50883816130954e-10,2.0,50.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
TERMINAL_MARGIN_X_WACC,EOG,terminal_margin_center_pct,12.0,wacc_center_pct,5.796070890384726,SOLVED,8.486167324406324e-09,4.5,15.0,ONE_POINT_ON_NON_UNIQUE_ISO_VALUE_CURVE
