ticker,nowcast_quarter,predicted_revenue_B,predicted_revenue_log_yoy,predicted_revenue_yoy_pct,v21_log_yoy,v21_yoy_pct,structural_log_yoy,structural_yoy_pct,structural_weight,v21_weight,model_spread_pp,confidence,price_mix_yoy,company_prod_yoy_proxy,guidance_total_prod_yoy,total_prod_yoy_l1,guidance_total_production,total_production,oil_production,has_company_prod,has_guidance
COP,2026Q3,15.934613501918756,17.795156527024027,19.476745159471818,23.55159437659819,26.55615589136866,16.779314553569762,18.26919402353675,0.85,0.15000000000000002,6.772279823028427,HIGH,18.712779724315332,-1.9334651707455723,-1.9334651707455723,-6.167075644474298,2305.0,,,1.0,1.0
EOG,2026Q3,9.865584747968835,52.31237035338634,68.72900201759597,52.31237035338634,68.72900201759597,36.709197262818755,44.35306783203323,0.0,1.0,15.603173090567587,MEDIUM,21.853886337521107,14.855310925297646,,14.855310925297646,,,,1.0,0.0
FANG,2026Q3,5.159240332247075,27.367780451933115,31.479111423218022,27.367780451933115,31.479111423218022,21.317671303676068,23.76033325643141,0.0,1.0,6.050109148257047,HIGH,14.939412501521609,6.378258802154459,6.378258802154459,10.13302286273566,1005.0,,,1.0,1.0
DVN,2026Q3,8.526504532187717,69.6025242935434,100.57644159462988,69.6025242935434,100.57644159462988,80.34157492756125,123.31558161765663,0.0,1.0,10.739050634017858,MEDIUM,12.860685250812484,67.48088967674877,67.48088967674877,47.991275417819566,1675.0,,,1.0,1.0
