ep_tickers,standardized_complete_cost_scope_tickers,v13_core_cross_check_tickers,v14_complete_core_cross_check_tickers,v14_roic_below_100pct_core_tickers,v14_complete_core_roic_below_100pct_tickers,high_basis_dispersion_core_tickers,terminal_anchor_ready_tickers,terminal_anchor_replacement_allowed,v1_1_mutation_allowed,wacc_range_recalibrated,risk_channel_duplicate_count,production_eligible,live_matched_observations
14,1,3,1,2,1,1,0,False,False,False,0,False,0/20
