ticker,year,mix_method,oil_mix_pct,ngl_mix_pct,gas_boe_mix_pct,benchmark_basket_usd_per_boe,upstream_revenue_per_boe,upstream_revenue_scope,realized_revenue_basis_per_boe,basis_confidence,basis_semantics
CNX,2019,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,20.132197181642,20.414354147918605,UPSTREAM_EXACT,0.2821569662766059,MEDIUM_EXACT_REVENUE_GROUP_PRIOR_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
CNX,2021,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,4.543838896684083,3.1461255895385323,92.3100355137774,26.5319559388089,6.616612153024025,UPSTREAM_EXACT,-19.915343785784874,HIGH_EXACT_REVENUE_AUDITED_OR_RESIDUAL_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
CNX,2022,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,4.622809271886855,3.3890259471975894,91.98816478091555,41.30961704394467,12.140190052272905,UPSTREAM_EXACT,-29.169426991671763,HIGH_EXACT_REVENUE_AUDITED_OR_RESIDUAL_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
CNX,2023,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,4.78621740705512,3.032341766617472,92.1814408263274,19.01379937008675,35.388970285120784,UPSTREAM_EXACT,16.375170915034033,HIGH_EXACT_REVENUE_AUDITED_OR_RESIDUAL_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
CNX,2024,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,4.883382863716074,2.5816679426739,92.53494919361003,16.422167529362525,11.689825123768465,UPSTREAM_EXACT,-4.732342405594061,HIGH_EXACT_REVENUE_AUDITED_OR_RESIDUAL_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
CNX,2025,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,4.264209261061187,1.8306527006658653,93.90513803827295,23.07990907283417,19.610955297349893,UPSTREAM_EXACT,-3.4689537754842767,HIGH_EXACT_REVENUE_AUDITED_OR_RESIDUAL_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EOG,2022,AUDITED_ALL_COMPONENTS,50.79031252513877,21.763182768884242,27.44650470597699,68.75894717519554,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EOG,2023,AUDITED_ALL_COMPONENTS,48.31648474919278,22.72507018684869,28.958445063958532,49.21532277927642,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EOG,2024,AUDITED_ALL_COMPONENTS,46.27273079643455,23.150244673136857,30.577024530428588,47.33213421173264,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EOG,2025,AUDITED_ALL_COMPONENTS,42.351414664181185,23.388587779999707,34.25999755581911,42.51724999811387,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2016,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,17.52106058315715,12.609220163722533,OIL_GAS_SALES_BROAD,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2017,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,84.8460080724552,0.15349970466627288,15.00049222287852,46.07413492677831,19.57559066745422,OIL_GAS_SALES_BROAD,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2018,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,25.821902765624813,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2019,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,20.132197181642,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2020,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,15.679049930111013,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2021,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,30.768631674297062,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2022,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,44.36627613578047,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2023,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,23.08585701575556,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2024,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,21.39525782152618,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
EQT,2025,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,26.39457546268536,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
FANG,2020,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,59.68109278563467,21.419419457631584,18.899487756733745,30.07281263907246,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
FANG,2021,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,59.71479500891266,21.40151515151515,18.88368983957219,54.0932624459529,51.83938779273465,UPSTREAM_EXACT,-2.2538746532182543,MEDIUM_EXACT_REVENUE_GROUP_PRIOR_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
FANG,2023,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,58.84986913672998,21.861007021112197,19.28912384215782,55.6946780484138,50.256382065776734,UPSTREAM_EXACT,-5.438295982637065,MEDIUM_EXACT_REVENUE_GROUP_PRIOR_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
FANG,2024,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,56.63683147559946,23.036683278587788,20.326485245812755,53.99002399760862,45.633835907955195,UPSTREAM_EXACT,-8.356188089653422,MEDIUM_EXACT_REVENUE_GROUP_PRIOR_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
FANG,2025,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,53.979425774270105,24.448430057419007,21.572144168310885,47.8558595994006,40.017502637740314,UPSTREAM_EXACT,-7.838356961660288,MEDIUM_EXACT_REVENUE_GROUP_PRIOR_MIX,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2020,AUDITED_ALL_COMPONENTS,57.03875943604775,10.679722936350686,32.281517627601566,28.624203895877855,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2021,AUDITED_ALL_COMPONENTS,46.43696921076655,23.523472295222554,30.039558494010898,48.74687656729891,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2022,AUDITED_ALL_COMPONENTS,44.311137772445505,24.991365363290978,30.697496864263513,65.40312746774087,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2023,AUDITED_ALL_COMPONENTS,41.94975877557811,27.502911329229747,30.54732989519215,45.92550566754333,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2024,AUDITED_ALL_COMPONENTS,42.69659499299506,27.483705914600716,29.81969909240421,45.917596464562614,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MGY,2025,AUDITED_ALL_COMPONENTS,39.89293067947838,28.573781743308174,31.53328757721346,41.971987733818935,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2016,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,50.05893909626719,0.017681728880170056,49.92337917485265,28.19786393271708,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2017,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,55.24204897269913,0.0004690871563850507,44.75748194014449,36.29793200099432,37.1998311286237,OIL_GAS_SALES_BROAD,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2018,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,58.556711867970144,0.0005255965520811756,41.44276253547777,46.60682626847509,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2019,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,57.871213375268994,0.0017243282017354034,42.127062296529274,39.349450497911555,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2020,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,57.90066038227303,0.0,42.099339617726976,28.135316225421906,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2021,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,56.717776603811174,0.0,43.282223396188826,48.56539545637861,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2022,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,57.00220807897129,0.0029874009611630115,42.99480452006754,70.3806130367935,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2023,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,57.2453953088789,0.0,42.754604691121095,51.46989794482653,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2024,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,58.451076086086886,0.0,41.54892391391311,50.42395843159729,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
MTDR,2025,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,57.81723689909052,0.0,42.18276310090949,46.94301629261891,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
NOG,2025,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,56.01644598926141,0.0,43.98355401073858,46.133948037251145,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2017,AUDITED_ALL_COMPONENTS,67.1531445031205,4.435909745559289,28.41094575132021,40.84555122681448,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2018,AUDITED_ALL_COMPONENTS,56.8679778430625,19.42992980646319,23.702092350474313,49.37241194942297,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2019,AUDITED_ALL_COMPONENTS,55.67419102533787,19.04068974298343,25.285119231678703,39.9345068446914,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2020,AUDITED_ALL_COMPONENTS,53.643220859395804,18.300337476156578,28.056441664447618,28.214765597309594,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2021,AUDITED_ALL_COMPONENTS,52.01162287855913,17.079258624221406,30.909118497219456,49.89483403285962,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2022,AUDITED_ALL_COMPONENTS,52.27679762222307,19.29085851465153,28.43234386312541,69.38081038683487,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2023,AUDITED_ALL_COMPONENTS,50.62796098467255,21.693915466790525,27.678123548536927,50.51327654033592,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2024,AUDITED_ALL_COMPONENTS,45.967696715467824,24.540670150301857,29.491633134230327,47.42132146765047,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
PR,2025,AUDITED_ALL_COMPONENTS,45.87423884677519,25.163250807168264,28.96251034605654,44.291424766918844,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2016,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,17.52106058315715,12.72684562453493,OIL_GAS_SALES_BROAD,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2017,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,23.11843284848485,17.808466649062304,OIL_GAS_SALES_BROAD,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2018,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,25.821902765624813,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2019,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,20.132197181642,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2020,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,15.679049930111013,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2021,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,30.768631674297062,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2022,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,44.36627613578047,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2023,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,23.08585701575556,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2024,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,21.39525782152618,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
RRC,2025,MULTIPLE_MISSING_COMPONENTS_ALLOCATED_WITH_GROUP_PRIOR,8.0,17.0,75.0,26.39457546268536,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
SM,2022,SINGLE_MISSING_COMPONENT_DERIVED_AS_RESIDUAL,0.00786030605444566,99.99213969394555,0.0,46.98154878770873,,,,LOCKED_NO_EXACT_UPSTREAM_REVENUE,UPSTREAM_REVENUE_PER_BOE_MINUS_BENCHMARK_MIX_NOT_PURE_PRICE_DIFFERENTIAL
