ticker,fiscal_year,event_name,event_type,event_close_date,ownership_fraction,acquiree_net_income_since_close_usd,full_year_normalized_acquiree_net_income_usd,assumed_long_term_debt_usd,acquired_invested_capital_usd,company_year_contamination_status,predeal_ytd_interest_expense_usd,predeal_ytd_interest_expense_source_tag,predeal_ytd_interest_expense_record_sha256,predeal_ytd_income_tax_usd,predeal_ytd_income_tax_source_tag,predeal_ytd_income_tax_record_sha256,predeal_ytd_pretax_income_usd,predeal_ytd_pretax_income_source_tag,predeal_ytd_pretax_income_record_sha256,predeal_ytd_nonoperating_income_expense_usd,predeal_ytd_nonoperating_income_expense_source_tag,predeal_ytd_nonoperating_income_expense_record_sha256,predeal_interest_observation_days,predeal_interest_annualization_factor,predeal_annualized_interest_expense_usd,predeal_total_debt_usd,predeal_implied_interest_rate,predeal_ytd_pretax_income_for_tax_rate_usd,predeal_normalized_tax_rate,predeal_normalized_tax_rate_source,acquired_full_year_pretax_interest_proxy_usd,acquired_full_year_after_tax_interest_proxy_usd,acquired_current_period_after_tax_interest_proxy_usd,acquiree_current_period_nopat_bridge_usd,acquiree_full_year_normalized_nopat_bridge_usd,acquiree_nopat_return_proxy_pct,target_financing_evidence_available,nonoperating_adjustment_applied,nonoperating_adjustment_status,acquiree_nopat_directly_disclosed,acquiree_nopat_bridge_ready,acquiree_nopat_bridge_status,source_companyfacts_path,source_evidence_bundle_sha256,organic_company_roic_validated,terminal_input_allowed,research_only
COP,2021,Concho Resources,business_combination,2021-01-15,0.9616438356164384,2330000000.0,2422934472.934473,4696000000.0,17439000000.0,LOCKED_OTHER_MATERIAL_SHELL_ACQUISITION_AND_DISPOSITIONS,127000000.0,InterestExpense,927e9f96c61b682de4ee6953dcbdad6cee0e073d1eeb4e05f0bb7408eae6402b,-1673000000.0,IncomeTaxExpenseBenefit,f479d74aba89ed72b9b654c9c2f8d7a219fff12f5703d20cd7300639649241af,,,,-208000000.0,OtherNonoperatingIncomeExpense,0ecb9d6b7775c41aa05cb5452d2c23c52d549c51f6eb855335a0a3fae4557f8d,274.0,1.3357664233576643,169642335.76642337,3856000000.0,0.04399438168216374,-11446000000.0,0.14616459898654552,INFERRED_NET_INCOME_PLUS_TAX,206597616.37944093,176400358.62976378,169634317.47684133,2499634317.4768414,2599334831.5642366,14.905297503092129,True,False,EVIDENCE_CAPTURED_NOT_APPLIED_PREDEAL_PERIOD_NOT_TRANSFERABLE_TO_POST_CLOSE,False,True,BRIDGED_NET_INCOME_PLUS_AFTER_TAX_INTEREST_PREDEAL_YIELD_PROXY_NONOPERATING_UNAPPLIED,D:\Programming\python_example\Arcana\data-lake\bronze\sec\companyfacts\CIK0001358071.json,d3ca9444951db068c8cc839ea32367a45d7fcbcc7650f398a072fe4461a54d38,False,False,True
DVN,2021,WPX Energy,business_combination,2021-01-07,0.9835616438356164,1382000000.0,1405097493.0362115,3562000000.0,8650000000.0,NONE,145000000.0,InterestExpense,b374cbe50e1a20edc6a282f46caf71dc549a5204d5ed7ec48607e1bb74458fc8,-194000000.0,IncomeTaxExpenseBenefit,d6f0c088fab15cfe49fa7ab8aebe83d75072b6052995cd9cc8a126b1acb66160,-961000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,e8257bc986cafa4672730bb6f0f0981d88f84fc66779671b7676e079ab64f883,2000000.0,OtherNonoperatingIncomeExpense,c8ce7e7f6bb54a34774c84a405ca17e837363d45f90c7931e8b1fa1609de6d00,274.0,1.3357664233576643,193686131.38686132,3257000000.0,0.05946764856827182,-961000000.0,0.20187304890738814,DIRECT_PRETAX_AND_TAX_FACTS,211823764.20018423,169062255.09005338,166283149.5269292,1548283149.5269291,1574159748.1262648,18.198378591055082,True,False,EVIDENCE_CAPTURED_NOT_APPLIED_PREDEAL_PERIOD_NOT_TRANSFERABLE_TO_POST_CLOSE,False,True,BRIDGED_NET_INCOME_PLUS_AFTER_TAX_INTEREST_PREDEAL_YIELD_PROXY_NONOPERATING_UNAPPLIED,D:\Programming\python_example\Arcana\data-lake\bronze\sec\companyfacts\CIK0001518832.json,595b78e90d3e01df12de7e4fecf932450029c4ea41147524359314c3b49a5e43,False,False,True
FANG,2024,Endeavor Energy Resources,business_combination,2024-09-10,0.3087431693989071,459000000.0,1486672566.3716817,,27420000000.0,LOCKED_OTHER_MATERIAL_TRP_EXCHANGE_AND_UNBRIDGED_DISPOSITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,LOCKED_PRIVATE_TARGET_NONOPERATING_SCOPE_UNAVAILABLE,False,False,LOCKED_PRIVATE_TARGET_FINANCING_AND_NONOPERATING_SCOPE_UNAVAILABLE,,,False,False,True
CNX,2025,Apex Energy II,asset_acquisition,2025-01-27,0.9287671232876712,,,,523256000.0,LOCKED_ASSET_ACQUISITION_NO_SEPARATE_CONTRIBUTION_AND_MATERIAL_DIVESTITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,LOCKED_PRIVATE_TARGET_NONOPERATING_SCOPE_UNAVAILABLE,False,False,LOCKED_PRIVATE_TARGET_FINANCING_AND_NONOPERATING_SCOPE_UNAVAILABLE,,,False,False,True
EOG,2025,Encino Acquisition Partners,business_combination,2025-08-01,0.4191780821917808,246000000.0,586862745.0980393,1266000000.0,5717000000.0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,LOCKED_PRIVATE_TARGET_NONOPERATING_SCOPE_UNAVAILABLE,False,False,LOCKED_PRIVATE_TARGET_FINANCING_AND_NONOPERATING_SCOPE_UNAVAILABLE,,,False,False,True
