ticker,event_name,deal_year,year,production_mboe,production_source_semantics,production_evidence_proven,normalized_price_per_boe,normalized_unit_cost_per_boe,normalized_pre_tax_unit_margin_per_boe,normalized_tax_rate,normalized_after_tax_unit_margin_per_boe,company_cycle_normalized_nopat_usd,cycle_normalization_route,event_company_year_scope_complete,terminal_input_allowed,research_only,prior_year_company_cycle_normalized_nopat_usd,company_cycle_normalized_delta_nopat_usd,acquiree_production_since_close_proxy_mboe,acquiree_cycle_normalized_nopat_same_period_proxy_usd,acquiree_production_proxy_status,reported_revenue_per_boe,reported_revenue_per_boe_source,reported_revenue_per_boe_record_sha256,organic_cycle_normalized_delta_nopat_proxy_usd,cycle_normalized_annual_scope_complete
DVN,WPX Energy,2021,2020,122000.0,SEC_RESERVE_TABLE_ROUNDED_COMBINED_PRODUCTION,True,37.24456841287192,24.098094170403588,13.146474242468333,0.2162990527740189,10.302904316504394,1256954326.6135361,V13_NORMALIZED_COMMODITY_PRICE_PLUS_SEC_COMPONENT_UNIT_COST,True,False,True,,,0.0,0.0,NOT_EVENT_YEAR,,,,,False
DVN,WPX Energy,2021,2021,209000.0,SEC_RESERVE_ROLLFORWARD_PRODUCTION,True,37.24456841287192,24.098094170403588,13.146474242468333,0.2162990527740189,10.302904316504394,2153307002.1494184,V13_NORMALIZED_COMMODITY_PRICE_PLUS_SEC_COMPONENT_UNIT_COST,True,False,True,1256954326.6135361,896352675.5358822,125737.69803798132,1295463471.8628438,REVENUE_DIVIDED_BY_BUYER_REPORTED_REVENUE_PER_BOE_PROXY,45.60287081339713,SEC_RESULTS_OF_OPERATIONS_UPSTREAM_REVENUE_PER_BOE,9b305c3694fcfcb9e37ce2c2b684ea994a2bb44e2ab69ed8fc3dfab22120fac3,-399110796.3269615,True
DVN,WPX Energy,2021,2022,223000.0,SEC_RESERVE_ROLLFORWARD_PRODUCTION,True,37.24456841287192,24.098094170403588,13.146474242468333,0.2162990527740189,10.302904316504394,2297547662.58048,V13_NORMALIZED_COMMODITY_PRICE_PLUS_SEC_COMPONENT_UNIT_COST,True,False,True,2153307002.1494184,144240660.43106174,0.0,0.0,NOT_EVENT_YEAR,,,,144240660.43106174,True
DVN,WPX Energy,2021,2023,240000.0,SEC_RESERVE_ROLLFORWARD_PRODUCTION,True,37.24456841287192,24.098094170403588,13.146474242468333,0.2162990527740189,10.302904316504394,2472697035.961055,V13_NORMALIZED_COMMODITY_PRICE_PLUS_SEC_COMPONENT_UNIT_COST,True,False,True,2297547662.58048,175149373.3805747,0.0,0.0,NOT_EVENT_YEAR,,,,175149373.3805747,True
FANG,Endeavor Energy Resources,2024,2023,163413.0,IR_SELECTED_OPERATING_DATA_ACTUAL_COMPONENT_IDENTITY,True,36.09739385625641,24.40037995725481,11.6970138990016,0.20988721804511273,9.241960192305136,1510256440.9051592,V14_BASIS_ADJUSTED_PRICE_PLUS_V161_ACCOUNTING_PROVEN_COMPONENT_UNIT_COST,False,False,True,,,0.0,0.0,NOT_EVENT_YEAR,,,,,False
FANG,Endeavor Energy Resources,2024,2024,218972.0,IR_SELECTED_OPERATING_DATA_ACTUAL_COMPONENT_IDENTITY,True,36.09739385625641,24.40037995725481,11.6970138990016,0.20988721804511273,9.241960192305136,2023730507.2294402,V14_BASIS_ADJUSTED_PRICE_PLUS_V161_ACCOUNTING_PROVEN_COMPONENT_UNIT_COST,False,False,True,1510256440.9051592,513474066.324281,39444.41584158415,364543721.01665086,REVENUE_DIVIDED_BY_BUYER_REPORTED_REVENUE_PER_BOE_PROXY,45.6338359079552,V14_EXACT_UPSTREAM_REVENUE_PER_BOE,,148930345.30763012,False
FANG,Endeavor Energy Resources,2024,2025,336178.0,IR_SELECTED_OPERATING_DATA_ACTUAL_COMPONENT_IDENTITY,True,36.09739385625641,24.40037995725481,11.6970138990016,0.20988721804511273,9.241960192305136,3106943693.528756,V14_BASIS_ADJUSTED_PRICE_PLUS_V161_ACCOUNTING_PROVEN_COMPONENT_UNIT_COST,False,False,True,2023730507.2294402,1083213186.299316,0.0,0.0,NOT_EVENT_YEAR,,,,1083213186.299316,True
EOG,Encino Acquisition Partners,2025,2024,391000.0,SEC_RESERVE_ROLLFORWARD_PRODUCTION,True,37.01004574337159,30.174689093380998,6.835356649990594,0.21343237410496546,5.376470252328938,2102199868.6606145,V13_NORMALIZED_COMMODITY_PRICE_AND_V12_HIERARCHICAL_MARGIN_IMPLIED_UNIT_COST,True,False,True,,,0.0,0.0,NOT_EVENT_YEAR,,,,,False
EOG,Encino Acquisition Partners,2025,2025,452000.0,SEC_RESERVE_ROLLFORWARD_PRODUCTION,True,37.01004574337159,30.174689093380998,6.835356649990594,0.21343237410496546,5.376470252328938,2430164554.05268,V13_NORMALIZED_COMMODITY_PRICE_AND_V12_HIERARCHICAL_MARGIN_IMPLIED_UNIT_COST,True,False,True,2102199868.6606145,327964685.3920655,17455.284552845525,93847818.14431079,REVENUE_DIVIDED_BY_BUYER_REPORTED_REVENUE_PER_BOE_PROXY,50.07079646017699,CONSOLIDATED_TTM_REVENUE_PER_BOE_FALLBACK,,234116867.24775475,True
