period,segment,net_cumulative_catchup_adjustment_usd,source_path,source_sha256,table_index
2023,ingalls_shipbuilding,91000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2024-02-01_0001501585-24-000007_hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,13
2023,mission_technologies,18000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2024-02-01_0001501585-24-000007_hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,13
2023,newport_news_shipbuilding,9000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2024-02-01_0001501585-24-000007_hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,13
2024,ingalls_shipbuilding,14000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2025-02-06_0001501585-25-000006_hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,13
2024,mission_technologies,14000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2025-02-06_0001501585-25-000006_hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,13
2024,newport_news_shipbuilding,-154000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2025-02-06_0001501585-25-000006_hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,13
2025,ingalls_shipbuilding,16000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2026-02-05_0001501585-26-000006_hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,13
2025,mission_technologies,20000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2026-02-05_0001501585-26-000006_hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,13
2025,newport_news_shipbuilding,-64000000.0,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2026-02-05_0001501585-26-000006_hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,13
