period,source_type,segment,contract_type,contract_revenue_usd,external_contract_revenue_usd,contract_mix_pct,fixed_price_risk_channel,source_path,source_sha256,table_index
2019,SEC_10K,consolidated,cost_type,3708000000.0,8899000000.0,41.667603101472075,False,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,consolidated,firm_fixed_price,342000000.0,8899000000.0,3.84312844139791,True,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,consolidated,fixed_price_incentive,4420000000.0,8899000000.0,49.66850207888527,True,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,consolidated,time_and_materials,429000000.0,8899000000.0,4.8207663782447465,False,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,ingalls_shipbuilding,cost_type,401000000.0,2552000000.0,15.713166144200628,False,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,ingalls_shipbuilding,firm_fixed_price,91000000.0,2552000000.0,3.5658307210031346,True,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,ingalls_shipbuilding,fixed_price_incentive,2060000000.0,2552000000.0,80.72100313479625,True,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,ingalls_shipbuilding,time_and_materials,0.0,2552000000.0,0.0,False,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,mission_technologies,cost_type,494000000.0,1168000000.0,42.29452054794521,False,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
2019,SEC_10K,mission_technologies,firm_fixed_price,244000000.0,1168000000.0,20.89041095890411,True,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2020-02-13_0001501585-20-000011_hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,35
