all_10k_parsed,all_10q_parsed,ir_history_coverage_complete,ir_source_hashes_verified,contract_mix_identities_pass,catchup_identities_pass,fas_cas_identities_pass,backlog_identities_pass,consensus_semantics_corrected_without_parent_mutation,dcf_crosscheck_run,fair_value_claim_allowed,terminal_input_allowed,production_promoted,live_forward_matched_observations,research_freeze_eligible,status,frozen_parents_unchanged
True,True,True,True,True,True,True,True,True,True,False,False,False,0/20,True,RESEARCH_FREEZE_READY_TERMINAL_AND_PRODUCTION_LOCKED,True
