as_of_date,segment,funded_backlog_usd,unfunded_backlog_usd,total_backlog_usd,backlog_identity_error_usd,funded_share_pct,backlog_to_latest_quarter_annualized_revenue_x,source_path,source_sha256,table_index
2026-06-30,ingalls_shipbuilding,16883000000.0,2470000000.0,19353000000.0,0.0,87.23712085981502,5.725739644970414,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2026-07-30_0001501585-26-000047_hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,40
2026-06-30,newport_news_shipbuilding,15849000000.0,16639000000.0,32488000000.0,0.0,48.78416646146269,4.392644672796106,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2026-07-30_0001501585-26-000047_hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,40
2026-06-30,mission_technologies,1862000000.0,3619000000.0,5481000000.0,0.0,33.971902937420175,1.8029605263157895,D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2026-07-30_0001501585-26-000047_hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,40
