as_of_date,ir_quarters,reported_ttm_windows,catchup_neutral_segment_ttm_windows_per_segment,latest_reported_ttm_operating_margin_pct,latest_catchup_neutral_ttm_operating_margin_pct,catchup_neutral_median_operating_margin_pct,catchup_neutral_q90_operating_margin_pct,catchup_neutral_max_operating_margin_pct,latest_fixed_price_risk_share_pct,latest_total_backlog_usd,eight_pct_assessment,ten_pct_assessment,twelve_pct_assessment,terminal_authority,production_promoted,status
2026-07-31,27,24,11,5.293894577171028,5.346985210466439,5.685131195335277,6.791324455273164,8.845208845208845,49.06377998829725,57322000000.0,ACCOUNTING_OBSERVED_BUT_NOT_NORMALIZED_BASE_RATE,NONCONTEMPORANEOUS_COMPONENT_EXTREMES_ONLY,OUTSIDE_OBSERVED_COMPONENT_DOMAIN,False,False,THROUGH_CYCLE_MARGIN_RESEARCH_BENCHMARK_NOT_TERMINAL_AUTHORITY
