surface,growth_pct,margin_pct,roic_pct,wacc_pct,mpe_enterprise_value_usd,market_target_mpe_enterprise_value_usd,market_value_gap_pct,market_match,sotp_value_per_share
GROWTH_X_MARGIN,-5.0,14.0,49.37189223562976,9.513809736590686,80672512572.50046,377897559334.99567,-78.65228007440331,False,189.10110099421053
GROWTH_X_MARGIN,-5.0,17.0,49.37189223562976,9.513809736590686,97959479552.32196,377897559334.99567,-74.07776866177545,False,226.25441635638657
GROWTH_X_MARGIN,-5.0,20.0,49.37189223562976,9.513809736590686,115246446532.14351,377897559334.99567,-69.50325724914758,False,263.40773171856273
GROWTH_X_MARGIN,-5.0,23.0,49.37189223562976,9.513809736590686,132533413511.96503,377897559334.99567,-64.92874583651971,False,300.5610470807388
GROWTH_X_MARGIN,-5.0,26.0,49.37189223562976,9.513809736590686,149820380491.78656,377897559334.99567,-60.35423442389185,False,337.7143624429149
GROWTH_X_MARGIN,0.0,14.0,49.37189223562976,9.513809736590686,89182031029.0629,377897559334.99567,-76.40047446032709,False,207.3898397397615
GROWTH_X_MARGIN,0.0,17.0,49.37189223562976,9.513809736590686,108292466249.57635,377897559334.99567,-71.34343327325433,False,248.46217054741277
GROWTH_X_MARGIN,0.0,20.0,49.37189223562976,9.513809736590686,127402901470.08987,377897559334.99567,-66.28639208618155,False,289.53450135506415
GROWTH_X_MARGIN,0.0,23.0,49.37189223562976,9.513809736590686,146513336690.60333,377897559334.99567,-61.22935089910879,False,330.6068321627154
GROWTH_X_MARGIN,0.0,26.0,49.37189223562976,9.513809736590686,165623771911.11682,377897559334.99567,-56.17230971203602,False,371.67916297036675
GROWTH_X_MARGIN,5.0,14.0,49.37189223562976,9.513809736590686,98289382828.08804,377897559334.99567,-73.9904690040728,False,226.96344764324328
GROWTH_X_MARGIN,5.0,17.0,49.37189223562976,9.513809736590686,119351393434.1069,377897559334.99567,-68.41699807637413,False,272.23012300164066
GROWTH_X_MARGIN,5.0,20.0,49.37189223562976,9.513809736590686,140413404040.12576,377897559334.99567,-62.84352714867544,False,317.49679836003804
GROWTH_X_MARGIN,5.0,23.0,49.37189223562976,9.513809736590686,161475414646.14465,377897559334.99567,-57.270056220976755,False,362.7634737184355
GROWTH_X_MARGIN,5.0,26.0,49.37189223562976,9.513809736590686,182537425252.1635,377897559334.99567,-51.696585293278076,False,408.03014907683286
GROWTH_X_MARGIN,10.0,14.0,49.37189223562976,9.513809736590686,108021266139.64185,377897559334.99567,-71.41519878304268,False,247.87930466802425
GROWTH_X_MARGIN,10.0,17.0,49.37189223562976,9.513809736590686,131168680312.42224,377897559334.99567,-65.28988423655183,False,297.6279493888747
GROWTH_X_MARGIN,10.0,20.0,49.37189223562976,9.513809736590686,154316094485.20267,377897559334.99567,-59.164569690060965,False,347.37659410972526
GROWTH_X_MARGIN,10.0,23.0,49.37189223562976,9.513809736590686,177463508657.98303,377897559334.99567,-53.03925514357012,False,397.12523883057565
GROWTH_X_MARGIN,10.0,26.0,49.37189223562976,9.513809736590686,200610922830.76346,377897559334.99567,-46.91394059707926,False,446.87388355142616
GROWTH_X_MARGIN,15.0,14.0,49.37189223562976,9.513809736590686,118404738944.78658,377897559334.99567,-68.667503660741,False,270.1955640867198
GROWTH_X_MARGIN,15.0,17.0,49.37189223562976,9.513809736590686,143777183004.3837,377897559334.99567,-61.95339730232837,False,324.7262643972908
GROWTH_X_MARGIN,15.0,20.0,49.37189223562976,9.513809736590686,169149627063.98077,377897559334.99567,-55.23929094391575,False,379.2569647078616
GROWTH_X_MARGIN,15.0,23.0,49.37189223562976,9.513809736590686,194522071123.5779,377897559334.99567,-48.5251845855031,False,433.78766501843256
GROWTH_X_MARGIN,15.0,26.0,49.37189223562976,9.513809736590686,219894515183.17502,377897559334.99567,-41.81107822709047,False,488.3183653290035
