parent_v1_1_verified,industry_sensor_bridge_complete,expectations_surfaces_complete,mpe_roic_perimeter_audited,cfsc_exact_economics_complete,backlog_model_changed,backlog_oos_observations,parser_quality_gate_pass,historical_industry_pit_vintages_available,research_complete,terminal_input_allowed,production_promoted,live_matched_observations
True,True,True,True,True,False,2,True,False,True,False,False,0/20
