fiscal_year,cfsc_standalone_profit_usd,cat_financial_products_profit_usd,broader_fp_reconciling_profit_usd,reconciling_profit_attribution_identified,cfsc_standalone_equity_usd,cat_financial_products_equity_usd,perimeter_equity_difference_usd,financing_yield_pct,funding_cost_pct,net_finance_spread_pct,credit_loss_rate_pct,standalone_roe_pct,payout_ratio_pct,exact_cfsc_economics_available,whole_fp_exact_economics_available,terminal_input_allowed,production_eligible
2025,540000000.0,734000000.0,194000000.0,False,3227000000.0,4841000000.0,1614000000.0,8.261707052558313,4.447577544219431,3.8141295083388815,0.3431586785153531,17.655713585090734,92.5925925925926,True,False,False,False
