surface,growth_pct,margin_pct,roic_pct,wacc_pct,mpe_enterprise_value_usd,market_target_mpe_enterprise_value_usd,market_value_gap_pct,market_match,sotp_value_per_share
MARGIN_X_WACC,0.0,14.0,49.37189223562976,7.0,133605145284.85527,377897559334.99567,-64.6451420538501,False,302.8644232940638
MARGIN_X_WACC,0.0,14.0,49.37189223562976,8.0,111478404801.07547,377897559334.99567,-70.50036390887273,False,255.30942026256108
MARGIN_X_WACC,0.0,14.0,49.37189223562976,9.0,95669630682.5617,377897559334.99567,-74.68371300123871,False,221.33305118635815
MARGIN_X_WACC,0.0,14.0,49.37189223562976,10.0,83809738709.1327,377897559334.99567,-77.82210108564429,False,195.8436575197603
MARGIN_X_WACC,0.0,14.0,49.37189223562976,11.0,74582563568.08206,377897559334.99567,-80.26381443179243,False,176.01252413947168
MARGIN_X_WACC,0.0,17.0,49.37189223562976,7.0,162234819274.46707,377897559334.99567,-57.06910106538941,False,364.39559343477976
MARGIN_X_WACC,0.0,17.0,49.37189223562976,8.0,135366634401.3059,377897559334.99567,-64.1790133179169,False,306.6502326108122
MARGIN_X_WACC,0.0,17.0,49.37189223562976,9.0,116170265828.8249,377897559334.99567,-69.25879435864702,False,265.3932130182801
MARGIN_X_WACC,0.0,17.0,49.37189223562976,10.0,101768968432.51828,377897559334.99567,-73.06969417542521,False,234.44180642312563
MARGIN_X_WACC,0.0,17.0,49.37189223562976,11.0,90564541475.5282,377897559334.99567,-76.03463181003366,False,210.36114446134653
MARGIN_X_WACC,0.0,20.0,49.37189223562976,7.0,190864493264.079,377897559334.99567,-49.4930600769287,False,425.926763575496
MARGIN_X_WACC,0.0,20.0,49.37189223562976,8.0,159254864001.5364,377897559334.99567,-57.85766272696104,False,357.9910449590635
MARGIN_X_WACC,0.0,20.0,49.37189223562976,9.0,136670900975.08817,377897559334.99567,-63.83387571605531,False,309.4533748502022
MARGIN_X_WACC,0.0,20.0,49.37189223562976,10.0,119728198155.90387,377897559334.99567,-68.31728726520613,False,273.039955326491
MARGIN_X_WACC,0.0,20.0,49.37189223562976,11.0,106546519382.97438,377897559334.99567,-71.80544918827489,False,244.7097647832215
MARGIN_X_WACC,0.0,23.0,49.37189223562976,7.0,219494167253.69083,377897559334.99567,-41.91701908846801,False,487.45793371621204
MARGIN_X_WACC,0.0,23.0,49.37189223562976,8.0,183143093601.76685,377897559334.99567,-51.53631213600519,False,409.3318573073147
MARGIN_X_WACC,0.0,23.0,49.37189223562976,9.0,157171536121.35138,377897559334.99567,-58.40895707346361,False,353.51353668212414
MARGIN_X_WACC,0.0,23.0,49.37189223562976,10.0,137687427879.28946,377897559334.99567,-63.564880354987054,False,311.6381042298563
MARGIN_X_WACC,0.0,23.0,49.37189223562976,11.0,122528497290.42052,377897559334.99567,-67.57626656651613,False,279.05838510509636
MARGIN_X_WACC,0.0,26.0,49.37189223562976,7.0,248123841243.30267,377897559334.99567,-34.34097810000732,False,548.9891038569281
MARGIN_X_WACC,0.0,26.0,49.37189223562976,8.0,207031323201.9973,377897559334.99567,-45.21496154504935,False,460.6726696555659
MARGIN_X_WACC,0.0,26.0,49.37189223562976,9.0,177672171267.61462,377897559334.99567,-52.9840384308719,False,397.5736985140462
MARGIN_X_WACC,0.0,26.0,49.37189223562976,10.0,155646657602.67502,377897559334.99567,-58.81247344476798,False,350.2362531332216
MARGIN_X_WACC,0.0,26.0,49.37189223562976,11.0,138510475197.86667,377897559334.99567,-63.34708394475737,False,313.40700542697124
