ticker,measurement_years,historical_roic_median_pct,historical_roic_latest_pct,annual_incremental_roic_median_pct,endpoint_incremental_roic_pct,through_cycle_aggregate_roic_pct,roic_perimeter,nopat_perimeter,financial_products_excluded,goodwill_separately_identified,intercompany_adjustments_embedded,historical_equals_incremental,incremental_equals_terminal,terminal_roic_identified,terminal_input_allowed,production_eligible
CAT,5,49.37189223562976,44.2794999497782,-8.782166923421304,74.54466583631783,48.233877509679076,MPE_EQUITY_PLUS_MPE_DEBT_MINUS_MPE_CASH,MPE_OPERATING_PROFIT_AFTER_EFFECTIVE_TAX,True,False,True,False,False,False,False,False
