matched_observations,fcff_mape_pct,fair_value_to_settlement_price_mape_pct,median_initial_value_gap_pct,ep_matched_observations,model_change_lock,observations_needed,production_status
0,,,,0,LOCKED,20,NOT_PROMOTED_REQUIRES_SEPARATE_REVIEW
