ticker,year,quantity_unit,quantity_factor_to_mboe,quantity_scale_power10,production_calibration_ratio,kpi_production_mboe,kpi_min_quality,quantity_scale_status,end_reserves_mboe,production_mboe,extensions_discoveries_mboe,revisions_mboe,improved_recovery_mboe,purchases_mboe,sales_mboe,quantity_source_tags,missing_event_facts_assumed_zero_for_identity,begin_reserves_source_year,begin_reserves_mboe,improved_recovery_identity_mboe,purchases_identity_mboe,sales_identity_mboe,stock_flow_net_organic_additions_mboe,identified_organic_additions_mboe,gross_positive_additions_mboe,reserve_reconciliation_residual_mboe,reserve_life_years,stock_flow_organic_replacement_rate_pct,identified_organic_replacement_rate_pct,reserve_reconciliation_residual_pct_of_production
CNX,2021,Mcfe,0.00016666666666666666,0,0.9999969504436935,98374.96666666666,0.8500000000000001,KPI_CALIBRATED_WITHIN_25PCT,1604288.3333333333,98374.66666666666,151123.0,-54508.33333333333,,,,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,improved_recovery;purchases;sales,2019.0,,0.0,0.0,0.0,,96614.66666666667,151123.0,,16.307941746520108,,98.21092151095812,
CNX,2022,Mcfe,0.00016666666666666666,0,1.0000039643778242,96694.45000000001,0.8500000000000001,KPI_CALIBRATED_WITHIN_25PCT,1634481.6666666665,96694.83333333333,187290.8333333333,-64553.33333333333,,,,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,improved_recovery;purchases;sales,2021.0,1604288.3333333333,0.0,0.0,0.0,126888.16666666658,122737.49999999999,187290.8333333333,4150.666666666599,16.90350570264871,131.22538432766996,126.93284198224998,4.292542345419972
CNX,2023,Mcfe,0.00016666666666666666,0,1.0000124919917408,93393.16666666667,0.8500000000000001,KPI_CALIBRATED_WITHIN_25PCT,1456790.3333333333,93394.33333333333,97038.16666666666,-75734.83333333333,,,28048.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery;purchases,2022.0,1634481.6666666665,0.0,0.0,28048.0,-56248.99999999993,21303.33333333333,97038.16666666666,-77552.33333333326,15.598273271397622,-60.227422791532604,22.810091975601658,-83.03751476713425
CNX,2024,Mcfe,0.00016666666666666666,0,1.0000132532883133,91801.11666666667,0.8500000000000001,KPI_CALIBRATED_WITHIN_25PCT,1422990.5,91802.33333333333,212669.66666666666,-104149.33333333333,,,3735.833333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery;purchases,2023.0,1456790.3333333333,0.0,0.0,3735.833333333333,61738.33333333341,108520.33333333333,212669.66666666666,-46781.99999999992,15.500591851332755,67.25137705287094,118.21086609999021,-50.95948904711926
CNX,2025,Mcfe,0.00016666666666666666,0,1.0000063597453557,104826.0,0.8500000000000001,KPI_CALIBRATED_WITHIN_25PCT,1610357.3333333333,104826.66666666666,144489.33333333334,11509.5,,111332.16666666666,3595.333333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,2024.0,1422990.5,0.0,111332.16666666666,3595.333333333333,184456.66666666657,155998.83333333334,155998.83333333334,28457.833333333227,15.362096158738236,175.96349529381828,148.81598193843809,27.14751335538021
EQT,2024,MMcfe,0.16666666666666666,0,1.0000713644524235,371333.3333333334,0.65,KPI_CALIBRATED_WITHIN_25PCT,4377444.833333333,371359.8333333333,520936.6666666666,-179946.16666666666,,68840.0,260474.8333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,,,0.0,68840.0,260474.8333333333,,340990.5,520936.6666666666,,11.787609860876175,,91.82212759502352,
EQT,2025,MMcfe,0.16666666666666666,0,1.0001540722082283,397000.0,0.65,KPI_CALIBRATED_WITHIN_25PCT,4674413.166666666,397061.1666666666,407452.8333333333,-4512.166666666666,,294760.0,3671.1666666666665,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,2024.0,4377444.833333333,0.0,294760.0,3671.1666666666665,402940.66666666634,402940.6666666666,407452.8333333333,-2.9103830456733704e-10,11.772526651015566,101.48075422468487,101.48075422468494,-7.329810341580547e-14
FANG,2023,MBoe,0.001,-3,0.9981217990416594,163720.5,0.9,KPI_CALIBRATED_WITHIN_25PCT,2177761.0,163413.0,355874.0,-54470.0,,70481.0,63682.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,,,0.0,70481.0,63682.0,,301404.0,355874.0,,13.32673043148342,,184.4430981623249,
FANG,2024,MBoe,0.001,-3,0.9893596352907689,221327.0,0.9,KPI_CALIBRATED_WITHIN_25PCT,3557416.0,218972.0,278808.0,-129071.0,,1569482.0,120592.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,2023.0,2177761.0,0.0,1569482.0,120592.0,149737.0,149737.0,278808.0,0.0,16.245985788137297,68.38180223955574,68.38180223955574,0.0
FANG,2025,MBoe,0.001,-3,1.0000002974615523,336177.9,0.9,KPI_CALIBRATED_WITHIN_25PCT,3617856.0,336178.0,578919.0,-304085.0,,188609.0,66825.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy;srt:ProvedDevelopedAndUndevelopedReserveNetEnergy;srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy;srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy;srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy;srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,improved_recovery,2024.0,3557416.0,0.0,188609.0,66825.0,274834.0,274834.0,578919.0,0.0,10.76172741821297,81.75252396052092,81.75252396052092,0.0
