v1_1_base_wacc_median_pct,v1_2_q50_conditional_market_equivalent_wacc_median_pct,v1_3_independent_symmetric_return_wacc_median_pct,v1_3_independent_downside_return_wacc_median_pct,v1_3_symmetric_minus_v1_2_conditional_pct_points,interpretation
6.565589944856866,7.917222074320307,8.457220931245802,10.401374357468187,0.5399988569254948,V1_2_IS_CONDITIONAL_PRICE_EXPLANATION_V1_3_IS_INDEPENDENT_RETURN_RANGE
