ticker,V2_1_MAE,V2_1_RMSE,Naive_MAE,improvement_pct
COP,10.609384514675996,12.928662245006272,11.66669067212613,9.062605559400254
DVN,9.05405713302349,12.063913141872307,14.506317849199087,37.58542155807391
EOG,14.478883309055428,15.261330028194077,14.452879238270446,-0.17992311674565448
FANG,14.72051017738252,19.293377434161645,26.13314522815484,43.67111172855225
