,revenue,assets,ppe,goodwill,debt,shares,revenue_yoy,assets_yoy,ppe_yoy,debt_yoy,shares_yoy,assets_qoq,ppe_qoq,debt_qoq,shares_qoq,goodwill_jump
2017Q3,3156000000.0,27559000000.0,17082000000.0,3964000000.0,10383000000.0,523000000.0,-29.360555855515884,2.744231648390214,5.492944876627801,-5.808898974101127,0.38314223115560886,2.7405021837544377,1.5337723983709843,-1.6714013080107564,0.0,0.0
2018Q1,3810000000.0,29316000000.0,21383000000.0,2383000000.0,9628000000.0,520000000.0,96.12496619255417,,,,,6.180428104668987,22.45709362835426,-7.549433340049133,-0.5752652489449811,-5.736782902137233
2018Q2,2746000000.0,29159000000.0,14121000000.0,841000000.0,5790000000.0,515000000.0,-25.595686844570544,10.952646443265365,-15.089795242258536,-58.38449206262044,-1.3500687218902576,-0.5369829063995696,-41.49331627203832,-50.85432283359216,-0.9661910911736858,-5.25992632009824
2018Q3,2579000000.0,20172000000.0,14202000000.0,841000000.0,5791000000.0,489000000.0,-23.830526861983568,-28.462863496489057,-16.930475378034373,-60.05788781577718,-6.721897459005086,-36.84681087851291,0.5719748672786908,0.017269665874876924,-5.1804411188864075,0.0
2019Q1,791000000.0,18077000000.0,13864000000.0,841000000.0,5786000000.0,428000000.0,-138.37627141981108,-42.16887490241964,-20.872972511065054,-58.47286467673736,-20.04582684831262,-10.965509222176156,-2.4087247346596947,-0.08637816897093833,-13.323929389307526,0.0
2019Q2,1921000000.0,16649000000.0,10037000000.0,841000000.0,4294000000.0,411000000.0,-68.478330535219,-56.57832875008886,-75.63179489758349,-80.74568204642361,-23.523559707923848,-8.229025743000221,-32.30172875816418,-29.822250709735414,-4.0529981085562214,0.0
2019Q3,1847000000.0,14394000000.0,10177000000.0,841000000.0,4295000000.0,394000000.0,-39.658260612867636,-70.59521599139956,-32.75327788773203,-29.868073614868518,-26.78159913658023,-14.553870147710263,1.3852007378131206,0.023285597962936735,-4.224230519830074,0.0
2019Q4,4479000000.0,,,,,,55.199808032595534,,,,,,,,,
2020Q1,2087000000.0,11144000000.0,5780000000.0,753000000.0,4295000000.0,377000000.0,97.01849393095469,-48.373917551521274,-87.48918697290189,-29.798965111772457,-12.687800813378603,,,,,
2020Q2,755000000.0,10357000000.0,5686000000.0,753000000.0,4296000000.0,377000000.0,-93.3883413519532,-47.46875349559733,-56.82712516028553,0.04656577499741967,-8.634802704822384,-7.3238616870762785,-1.6396669455478088,0.02328017703449151,0.0,0.0
2020Q3,1154000000.0,10326000000.0,5556000000.0,753000000.0,4297000000.0,377000000.0,-47.032853313119496,-33.214646662815525,-60.52518473176972,0.04655493566394526,-4.410572184992302,-0.2997633149284423,-2.312858833671075,0.023274758629456844,0.0,0.0
2020Q4,1397000000.0,,,,,,-116.50727269503382,,,,,,,,,
2021Q1,2290000000.0,20457000000.0,15274000000.0,753000000.0,7042000000.0,651000000.0,9.28241894710845,60.7423885729121,97.17483537819062,49.44406652966421,54.62644547605585,,,,,
2021Q2,3120000000.0,20065000000.0,15189000000.0,753000000.0,6502000000.0,673000000.0,141.88705315545033,66.13143841121382,98.25644684270736,41.442546467515,57.95001421967171,-1.934811848774554,-0.5580554810310518,-7.978239885114714,3.323568743615856,0.0
2021Q3,3801000000.0,21057000000.0,15078000000.0,753000000.0,6492000000.0,673000000.0,119.2030021921204,71.25680599589369,99.83583028974127,41.26535448594867,57.95001421967171,4.825604269751416,-0.7334753866371695,-0.15391722293688026,0.0,0.0
2021Q4,4251000000.0,,,,,,111.28271691018283,,,,,,,,,
2022Q1,4495000000.0,21778000000.0,15074000000.0,753000000.0,6471000000.0,658000000.0,67.44138503574352,6.257516371724359,-1.3180631044914208,-8.456156465773173,1.069528911674795,,,,,
2022Q2,5796000000.0,23194000000.0,15113000000.0,753000000.0,6461000000.0,654000000.0,61.9335022637045,14.491662081563137,-0.5016181067898154,-0.6325717305685222,-2.8637978187529116,6.299333861064224,0.25838951667053717,-0.15465514991006113,-0.6097579868118445,0.0
2022Q3,5184000000.0,23557000000.0,17793000000.0,753000000.0,6196000000.0,651000000.0,31.03127690428619,11.218996979407523,16.55683937351892,-4.666672709772256,-3.3235687436158554,1.5529391675957909,16.324982093671565,-4.1880182021406265,-0.45977092486294313,0.0
2022Q4,4352000000.0,,,,,,2.348126017698841,,,,,,,,,
2023Q1,3759000000.0,23420000000.0,18515000000.0,753000000.0,6175000000.0,647000000.0,-17.881270334154266,7.269007224570198,20.560980894429782,-4.682177356108816,-1.6858636824416653,,,,,
2023Q2,3530000000.0,23355000000.0,18763000000.0,753000000.0,6169000000.0,639000000.0,-49.58701535132305,0.6917469419559913,21.6331544917254,-4.624735434852678,-2.320289707966387,-0.2779264215499943,1.3305631139661545,-0.09721322865393309,-1.244184012336572,0.0
2023Q3,4030000000.0,24241000000.0,19031000000.0,753000000.0,5675000000.0,639000000.0,-25.181058309138194,2.8622398265128846,6.72641070101911,-8.783335918715581,-1.8605187831034469,3.723432052152688,1.418238302965279,-8.346618686003515,0.0,0.0
2023Q4,3821000000.0,,,,,,-13.012334108887865,,,,,,,,,
2024Q1,3741000000.0,24978000000.0,19584000000.0,753000000.0,5668000000.0,632000000.0,-0.4800009216031893,6.440507927132201,5.613169196433962,-8.567256068560695,-2.345690035404309,,,,,
2024Q2,3894000000.0,25162000000.0,19785000000.0,753000000.0,5665000000.0,628000000.0,9.81390360048025,7.45238259748678,5.3037229332150115,-8.522985574753191,-1.7364287909336154,0.7339482488045749,1.0211168507472028,-0.05294273484643242,-0.634922767865878,0.0
2024Q3,3797000000.0,30263000000.0,24950000000.0,753000000.0,8884000000.0,623000000.0,-5.955509470892636,22.188042975039675,27.08045936626374,44.81813426647146,-2.535793559008169,18.45909242970559,23.194974736014,44.99450115522114,-0.7993647680745586,0.0
2024Q4,4487000000.0,,,,,,16.067215852908348,,,,,,,,,
2025Q1,4550000000.0,30928000000.0,25082000000.0,753000000.0,8395000000.0,645000000.0,19.577427759684994,21.366648502508163,24.74375510719424,39.27999687010701,2.0360922648915176,,,,,
2025Q2,4048000000.0,31390000000.0,25115000000.0,753000000.0,8393000000.0,636000000.0,3.878602503515645,22.115445092492294,23.85412023646204,39.309113062072086,1.2658396871923465,1.4827448387887072,0.13148198001500022,-0.023826542881369223,-1.4051753455650302,0.0
2025Q3,4251000000.0,31221000000.0,25289000000.0,753000000.0,7393000000.0,629000000.0,11.294296812698775,3.1165101097837145,1.3495696381887468,-18.3718299457218,0.958473791298731,-0.5398425530030144,0.690424137740699,-12.686441852572756,-1.1067306639681673,0.0
2025Q4,3937000000.0,,,,,,-13.07653150322459,,,,,,,,,
2026Q1,4508000000.0,32543000000.0,25598000000.0,753000000.0,7387000000.0,618000000.0,-0.9273636785329215,5.090036929778583,2.0363766031741957,-12.791459198290339,-4.27618593380817,,,,,
2026Q2,7003000000.0,70893000000.0,63098000000.0,753000000.0,9891000000.0,940000000.0,54.81156966882163,81.46823272035444,92.12237961217619,16.422722765701316,39.068131192392734,77.86094062936458,90.21748498901698,29.190355421110297,41.93914178063587,0.0
