ticker,year,production_mboe,fnsd_folder,adsh,text_tag,proof_phrase,production_source_semantics
DVN,2020,122000,2022q1_notes,0001564590-22-005321,OilAndGasExplorationAndProductionIndustriesDisclosuresTextBlock,Production (57 ) (221 ) (28 ) (122 ),SEC_RESERVE_TABLE_ROUNDED_COMBINED_PRODUCTION
