ticker,fiscal_year,event_name,event_close_period,fnsd_folder,adsh,text_tag,proof_phrase,net_proceeds_usd,divested_book_invested_capital_usd,pre_tax_operating_contribution_usd,contribution_period
COP,2022,Indonesia subsidiaries,2022-03,2023q1_notes,0001163165-23-000006,MergersAcquisitionsAndDispositionsDisclosuresTextBlock,the before-tax earnings associated with the subsidiaries sold,731000000,200000000,138000000,FY2022_PRE_CLOSE
