version,evaluation_issuers,annotated_blocks,annotation_coverage,expected_frames,mention_recall,candidate_recall,binding_recall,auto_precision,auto_recall,critical_opportunities,critical_precision,critical_recall,narrative_opportunities,narrative_precision,narrative_recall,duplicate_auto_emission,illegal_cross_clause_auto_binding,table_route_accuracy,silent_miss,review_abstention_miss_capture,candidate_gate,precision_gate,recall_gate,duplicate_gate,cross_clause_gate,table_gate,silent_gate,rule_changes_after_selection,status
PLATFORM_V2_5_ISSUER_DOCUMENT_UNSEEN,10,51,1.0,61,1.0,1.0,0.19672131147540983,0.5714285714285714,0.19672131147540983,56,0.5714285714285714,0.21428571428571427,5,1.0,0.0,0,0,0.7692307692307693,4,0.8333333333333334,True,False,False,True,True,False,False,False,HOLD_RESEARCH_UNFROZEN
