version,evaluation_issuers,annotated_blocks,annotation_coverage,expected_frames,mention_recall,candidate_recall,binding_recall,auto_precision,auto_recall,critical_opportunities,critical_precision,critical_recall,narrative_opportunities,narrative_precision,narrative_recall,duplicate_auto_emission,illegal_cross_clause_auto_binding,table_route_accuracy,silent_miss,review_abstention_miss_capture,candidate_gate,precision_gate,recall_gate,duplicate_gate,cross_clause_gate,table_gate,silent_gate,rule_changes_after_selection,status
PLATFORM_V2_5_1_SECOND_ISSUER_DOCUMENT_UNSEEN,10,50,1.0,44,1.0,1.0,0.0,1.0,0.1590909090909091,43,1.0,0.16279069767441862,1,1.0,0.0,0,0,0.5789473684210527,0,1.0,True,True,False,True,True,False,True,False,HOLD_RESEARCH_UNFROZEN
