v1_8_cohort_count,v1_9_cohort_count,v1_8_effective_weighted_cohort_count,v1_9_effective_weighted_cohort_count,v1_8_midpoint_p50_pct,v1_9_midpoint_p50_pct,p50_change_pct_points,v1_8_max_abs_loco_p50_shift_pct_points,v1_9_max_abs_loco_p50_shift_pct_points,max_abs_loco_improvement_pct_points,v1_8_strong_or_usable_cohorts,v1_9_strong_or_usable_cohorts,predeclared_min_strong_or_usable,predeclared_max_abs_loco_p50_shift_pct_points,sample_stability_gate_resolved,normal_roic_claimed,terminal_input_allowed,research_only
3,4,2.0,3.0,-1.0909070478200262,-3.964254210871169,-2.8733471630511427,11.19608849740327,2.8733471630511427,8.322741334352127,1,2,2,10.0,True,False,False,True
