ticker,group,event_name,cohort_type,cohort_start_year,cohort_end_year,reported_gaap_roic_low_pct,reported_gaap_roic_high_pct,reported_economic_roic_low_pct,reported_economic_roic_high_pct,full_cycle_roic_low_pct,full_cycle_roic_high_pct,organic_roic_research_low_pct,organic_roic_research_high_pct,accounting_confidence_grade,accounting_perimeter_validated,validation_route,organic_roic_research_midpoint_pct,roic_range_width_pct,range_width_category,range_width_research_weight,range_width_gate_pass,accounting_confidence_weight,company_confidence_weight,normal_roic_claimed,terminal_input_allowed,research_only
AR,gas_heavy,Clean organic rolling window,CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,2022,2024,-1.6776318516690223,-1.6776318516690223,-7.420999766925554,-7.420999766925554,1.5879639264246663,1.5879639264246663,-7.420999766925554,1.5879639264246663,A,True,DIRECT_E_AND_P_SEGMENT_IDENTITY_AND_CLEAN_ORGANIC_WINDOW,-2.916517920250444,9.00896369335022,STRONG,1.0,True,1.0,1.0,False,False,True
DVN,mixed,WPX Energy,MNA_CLOSED_THREE_YEAR_COHORT,2021,2023,139.39410548465224,139.39410548465224,39.30149227982929,39.30149227982929,-2.175785003147518,-2.175785003147518,-2.175785003147518,39.30149227982929,A,True,V1_7_4_MNA_CLOSURE_AND_TARGET_NOPAT_TRIANGULATION,18.562853638340886,41.47727728297681,TOO_UNCERTAIN_FOR_TERMINAL,0.25,False,1.0,0.25,False,False,True
FANG,oil_heavy,Energen Corporation,MNA_CLOSED_THREE_YEAR_COHORT,2018,2020,-775.2016347629874,-774.3527876590963,-61.70582529220714,-61.67368184222733,64.97512269851808,65.00084381385834,-61.70582529220714,65.00084381385834,A,True,V1_7_4_MNA_CLOSURE_AND_TARGET_NOPAT_TRIANGULATION,1.6475092608256006,126.70666910606548,TOO_UNCERTAIN_FOR_TERMINAL,0.25,False,1.0,0.25,False,False,True
RRC,gas_heavy,Clean organic rolling window,CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,2022,2024,,,-22.37219131329188,-22.37219131329188,1.8708474041008338,1.8708474041008338,-22.37219131329188,1.8708474041008338,A,True,DIRECT_SINGLE_SEGMENT_IDENTITY_RESERVE_ROLLFORWARD_AND_CLEAN_WINDOW,-10.250671954595523,24.24303871739271,USABLE_RESEARCH,0.75,True,1.0,0.75,False,False,True
