held_out_ticker,held_out_group,remaining_cohorts,remaining_groups,full_midpoint_p50_pct,loco_midpoint_p25_pct,loco_midpoint_p50_pct,loco_midpoint_p75_pct,p50_shift_pct_points,abs_p50_shift_pct_points,predeclared_max_abs_p50_shift_pct_points,loco_p50_stable,terminal_input_allowed,research_only,all_loco_p50_stable,max_abs_p50_shift_pct_points
AR,gas_heavy,3,3,-3.964254210871169,-10.250671954595523,-4.30158134688496,5.876345355204424,-0.3373271360137915,0.3373271360137915,10.0,True,False,True,True,2.8733471630511427
DVN,mixed,3,2,-3.964254210871169,-9.202935663974797,-5.011990501491894,-1.0909070478200265,-1.0477362906207253,1.0477362906207253,10.0,True,False,True,True,2.8733471630511427
FANG,oil_heavy,3,2,-3.964254210871169,-9.202935663974797,-5.011990501491894,5.67523070318609,-1.0477362906207253,1.0477362906207253,10.0,True,False,True,True,2.8733471630511427
RRC,gas_heavy,3,3,-3.964254210871169,-2.916517920250444,-1.0909070478200262,1.6475092608256006,2.8733471630511427,2.8733471630511427,10.0,True,False,True,True,2.8733471630511427
