ticker,base_structural_weight,historical_structural_MAE_log_points,historical_v21_MAE_log_points,guardrail
COP,0.85,4.272679439020457,10.609384514675996,STRUCTURAL_ENABLED
DVN,0.0,9.765931935337848,9.05405713302349,STRUCTURAL_DISABLED
EOG,1.0,5.405210133606666,14.478883309055428,STRUCTURAL_ENABLED
FANG,0.8,11.291627847048474,14.72051017738252,STRUCTURAL_ENABLED
