ticker,group,event_name,cohort_type,cohort_start_year,cohort_end_year,cohort_offset,observation_year,year_label,organic_invested_capital_proxy_usd,cumulative_organic_invested_capital_proxy_usd,denominator_threshold_usd,capital_transaction_perimeter_clean,reserve_transaction_perimeter_clean,material_transaction_perimeter_resolved,acquisition_nopat_triangulation_required,acquisition_nopat_triangulation_status,annual_source_complete,reported_gaap_nopat_organic_nopat_usd,reported_gaap_nopat_cumulative_organic_nopat_usd,reported_gaap_nopat_cumulative_roic_pct,reported_economic_nopat_organic_nopat_usd,reported_economic_nopat_cumulative_organic_nopat_usd,reported_economic_nopat_cumulative_roic_pct,price_only_normalized_nopat_organic_nopat_usd,price_only_normalized_nopat_cumulative_organic_nopat_usd,price_only_normalized_nopat_cumulative_roic_pct,cost_only_normalized_nopat_organic_nopat_usd,cost_only_normalized_nopat_cumulative_organic_nopat_usd,cost_only_normalized_nopat_cumulative_roic_pct,price_and_cost_normalized_nopat_organic_nopat_usd,price_and_cost_normalized_nopat_cumulative_organic_nopat_usd,price_and_cost_normalized_nopat_cumulative_roic_pct,full_cycle_normalized_nopat_organic_nopat_usd,full_cycle_normalized_nopat_cumulative_organic_nopat_usd,full_cycle_normalized_nopat_cumulative_roic_pct,reported_3y_cohort_complete,independent_full_cycle_3y_cohort_complete,organic_company_roic_validated,normal_roic_claimed,terminal_input_allowed,research_only
AR,gas_heavy,Clean organic rolling window,CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,2022,2024,0,2022,t,11841000.0,11841000.0,163830720.0,True,True,True,False,NOT_APPLICABLE_CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,True,2088811548.918065,2088811548.918065,,2193095236.65971,2193095236.65971,,-263404541.91993952,-263404541.91993952,,2467022893.3831425,2467022893.3831425,,10523114.803492248,10523114.803492248,,-3462330.836324215,-3462330.836324215,,False,False,False,False,False,True
AR,gas_heavy,Clean organic rolling window,CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,2022,2024,1,2023,t+1,551515000.0,563356000.0,163830720.0,True,True,True,False,NOT_APPLICABLE_CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,True,-1740683980.6890056,348127568.22905946,,-1843023866.5839496,350071370.07576036,,276659041.1463743,13254499.226434767,,-2121614247.6295524,345408645.7535901,,-1931339.8992274106,8591774.904264838,,9809937.369585276,6347606.533261061,,False,False,False,False,False,True
AR,gas_heavy,Clean organic rolling window,CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,2022,2024,2,2024,t+2,-36436000.0,526920000.0,163830720.0,True,True,True,False,NOT_APPLICABLE_CLEAN_ORGANIC_WINDOW_NO_MATERIAL_ACQUISITION,True,-356967345.98187387,-8839777.752814412,-1.6776318516690223,-389174102.0476445,-39102731.97188413,-7.420999766925554,-90218298.00944793,-76963798.78301316,-14.606353674753883,-297962995.0114105,47445650.74217963,9.004336662525551,992809.0267862976,9584583.931051135,1.8189827546973232,2019692.987855792,8367299.521116853,1.5879639264246663,True,True,True,False,False,True
