v1_7_4_frozen_parent_verified,cohort_count_min_3,oil_mixed_gas_group_coverage,validated_company_research_ranges_min_3,gas_heavy_clean_cohort_validated,range_width_policy_applied_all,three_level_comparison_complete,leave_one_cohort_out_complete,minimum_two_strong_or_usable_ranges_for_freeze,loco_p50_max_shift_10pp,terminal_replacement_remains_locked,cohort_count,group_count,validated_company_research_ranges,strong_or_usable_range_count,too_uncertain_range_count,max_abs_loco_p50_shift_pct_points,v1_8_research_gate,sector_pooling_descriptive_ready,terminal_evidence_thresholds_met,sector_distribution_terminal_ready,v1_8_research_freeze_eligible,development_status,normal_roic_claimed,terminal_anchor_replacement_allowed,wacc_recalibrated,production_promoted,live_matched_observations
True,True,True,True,True,True,True,True,False,False,True,3,3,3,1,2,11.19608849740327,True,True,False,False,False,RESEARCH_GATE_PASSED_FREEZE_DEFERRED_DISTRIBUTION_UNSTABLE,False,False,False,False,0/20
