cohort_count,group_count,effective_weighted_cohort_count,weighted_midpoint_mean_pct,midpoint_p25_pct,midpoint_p50_pct,midpoint_p75_pct,lower_endpoint_p25_pct,lower_endpoint_p50_pct,lower_endpoint_p75_pct,upper_endpoint_p25_pct,upper_endpoint_p50_pct,upper_endpoint_p75_pct,strong_cohorts,usable_research_cohorts,too_uncertain_cohorts,distribution_semantics,distribution_confidence,normal_roic_claimed,terminal_input_allowed,research_only
3,3,2.0,1.424048536360785,-2.916517920250444,-1.0909070478200262,1.6475092608256006,-39.9918950820945,-7.420999766925554,-4.273870908658733,1.5879639264246663,16.67337526778652,39.30149227982929,1,0,2,CONFIDENCE_WEIGHTED_EMPIRICAL_COHORT_RANGE_DESCRIPTION_NOT_POSTERIOR_OR_NORMAL_ROIC,LOW_THREE_COHORTS_TWO_RANGE_WIDTH_RED_ONE_STRONG,False,False,True
