version,issuer_unseen,document_unseen,parser_snapshot_verified,candidate_artifact_verified,evaluation_issuers,annotated_blocks,annotation_coverage,expected_frames,candidate_precision,mention_recall,candidate_recall,binding_recall,auto_precision,auto_recall,auto_f1,critical_opportunities,critical_precision,critical_recall,critical_f1,narrative_opportunities,narrative_precision,narrative_recall,auto_coverage,review_rate,abstention_rate,silent_rate,review_plus_abstention_miss_capture,table_route_accuracy,source_span_coverage,precision_gate_99pct,v24_recall_milestone_50pct,final_recall_gate_95pct,rule_changes_after_selection,status
PLATFORM_V2_4_ISSUER_DOCUMENT_UNSEEN,True,True,True,True,10,54,1.0,57,0.6785714285714286,1.0,1.0,0.7192982456140351,0.5370370370370371,0.5087719298245614,0.5225225225225226,56,0.5370370370370371,0.5178571428571429,0.5272727272727272,1,1.0,0.0,0.46296296296296297,0.12962962962962962,0.4074074074074074,0.0,1.0,0.5882352941176471,1.0,False,True,False,False,HOLD_RESEARCH_UNFROZEN
