version,parser_snapshot_verified,candidate_artifact_verified,blindness_claim,evaluation_issuers,annotated_blocks,annotation_coverage,expected_frames,auto_emitted_frames,auto_precision,auto_recall,auto_f1,critical_opportunities,critical_precision,critical_recall,critical_f1,narrative_opportunities,narrative_precision,narrative_recall,narrative_status,auto_coverage,review_rate,abstention_rate,silent_rate,review_plus_abstention_miss_capture,table_route_accuracy,source_span_coverage,critical_precision_gate_99pct,critical_recall_gate_95pct,rule_changes_after_selection,status
PLATFORM_V2_3_OUTCOME_BLIND_SENTENCE_GOLD,True,True,SENTENCE_BLOCK_OUTCOME_BLIND_NOT_ISSUER_UNSEEN,10,39,1.0,22,4,1.0,0.18181818181818182,0.3076923076923077,18,1.0,0.16666666666666666,0.2857142857142857,4,1.0,0.25,MEASURED,0.05128205128205128,0.2564102564102564,0.6923076923076923,0.0,1.0,0.9473684210526315,1.0,True,False,False,HOLD_RESEARCH_UNFROZEN
