as_of_date,ticker,target_period,provider,metric,value,source_path,source_hash,created_at
2026-07-31,FANG,2017Q1,FMP,REVENUE_USD,232877696.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2016Q4,FMP,REVENUE_USD,161613420.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2016Q3,FMP,REVENUE_USD,89470370.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2016Q2,FMP,REVENUE_USD,69230769.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2016Q1,FMP,REVENUE_USD,218750000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2015Q4,FMP,REVENUE_USD,88681034.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2015Q3,FMP,REVENUE_USD,89520000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2015Q2,FMP,REVENUE_USD,107480487.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2015Q1,FMP,REVENUE_USD,104068421.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2014Q4,FMP,REVENUE_USD,249586206.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2014Q3,FMP,REVENUE_USD,139100000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2014Q2,FMP,REVENUE_USD,125185714.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2014Q1,FMP,REVENUE_USD,103547169.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2013Q4,FMP,REVENUE_USD,77797500.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2013Q3,FMP,REVENUE_USD,56148571.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2013Q2,FMP,REVENUE_USD,39346666.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2013Q1,FMP,REVENUE_USD,40941666.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,FANG,2012Q4,FMP,REVENUE_USD,19211111.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=FANG.json,7797c0391a99b921c7cfc3823429baa550b16ea48aa545708d933828720bc817,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2028Q4,FMP,REVENUE_USD,725245169.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2028Q3,FMP,REVENUE_USD,718221764.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2028Q2,FMP,REVENUE_USD,707363969.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2028Q1,FMP,REVENUE_USD,696676387.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2027Q4,FMP,REVENUE_USD,653899316.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2027Q3,FMP,REVENUE_USD,641151996.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2027Q2,FMP,REVENUE_USD,628013556.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2027Q1,FMP,REVENUE_USD,591914561.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2026Q4,FMP,REVENUE_USD,599162094.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2026Q3,FMP,REVENUE_USD,389490615.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2026Q2,FMP,REVENUE_USD,458095589.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2026Q1,FMP,REVENUE_USD,349891896.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2025Q4,FMP,REVENUE_USD,313637016.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2025Q3,FMP,REVENUE_USD,322937547.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2025Q2,FMP,REVENUE_USD,313517853.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2025Q1,FMP,REVENUE_USD,343411593.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2024Q4,FMP,REVENUE_USD,326113375.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2024Q3,FMP,REVENUE_USD,327658600.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2024Q2,FMP,REVENUE_USD,336311934.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2024Q1,FMP,REVENUE_USD,307891314.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2023Q4,FMP,REVENUE_USD,325729586.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2023Q3,FMP,REVENUE_USD,318300462.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2023Q2,FMP,REVENUE_USD,287389083.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2023Q1,FMP,REVENUE_USD,322117476.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2022Q4,FMP,REVENUE_USD,364026077.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2022Q3,FMP,REVENUE_USD,440944216.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2022Q2,FMP,REVENUE_USD,457149546.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2022Q1,FMP,REVENUE_USD,364812007.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2021Q4,FMP,REVENUE_USD,328891380.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2021Q3,FMP,REVENUE_USD,278333877.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2021Q2,FMP,REVENUE_USD,232780656.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2021Q1,FMP,REVENUE_USD,193486534.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2020Q4,FMP,REVENUE_USD,143328886.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2020Q3,FMP,REVENUE_USD,128356934.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2020Q2,FMP,REVENUE_USD,95833806.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2020Q1,FMP,REVENUE_USD,182961489.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2019Q4,FMP,REVENUE_USD,244393055.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2019Q3,FMP,REVENUE_USD,242407914.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2019Q2,FMP,REVENUE_USD,238676397.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2019Q1,FMP,REVENUE_USD,221122274.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2018Q4,FMP,REVENUE_USD,351676095.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2018Q3,FMP,REVENUE_USD,392287464.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MGY,2018Q2,FMP,REVENUE_USD,974547382.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MGY.json,8a24480a67d5418b2b7bef63235a01b44c30b30879399899399156403bd93dcf,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2030Q4,FMP,REVENUE_USD,2838511046.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2030Q3,FMP,REVENUE_USD,2678356375.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2030Q2,FMP,REVENUE_USD,2527237963.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2030Q1,FMP,REVENUE_USD,2384645964.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2029Q4,FMP,REVENUE_USD,2250099301.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2029Q3,FMP,REVENUE_USD,2123144039.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2029Q2,FMP,REVENUE_USD,2003351856.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2029Q1,FMP,REVENUE_USD,1890318596.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2028Q4,FMP,REVENUE_USD,1179005088.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2028Q3,FMP,REVENUE_USD,1166603711.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2028Q2,FMP,REVENUE_USD,1148657027.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2028Q1,FMP,REVENUE_USD,1154581473.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2027Q4,FMP,REVENUE_USD,1182873269.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2027Q3,FMP,REVENUE_USD,1160715315.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2027Q2,FMP,REVENUE_USD,1129977168.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2027Q1,FMP,REVENUE_USD,1128464865.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2026Q4,FMP,REVENUE_USD,1099690382.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2026Q3,FMP,REVENUE_USD,1033575739.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2026Q2,FMP,REVENUE_USD,1064558236.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2026Q1,FMP,REVENUE_USD,871570669.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2025Q4,FMP,REVENUE_USD,803413671.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2025Q3,FMP,REVENUE_USD,876674435.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2025Q2,FMP,REVENUE_USD,910574368.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
2026-07-31,MTDR,2025Q1,FMP,REVENUE_USD,964202014.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=MTDR.json,4927687c69094baf59dc04a576ed9fcba504af3b8eaceb2afa20b86d791c1595,2026-09-02T16:40:54+00:00
