ticker,V2_MAE,V2_RMSE,Naive_MAE,improvement_pct
COP,7.906308295383181,9.077166329235993,11.66669067212613,32.2317826230466
DVN,6.756935418228447,9.679173811243897,14.506317849199087,53.42074061474184
EOG,16.49155941179488,22.081097820052808,14.452879238270446,-14.105702676364443
FANG,16.535298325720316,19.743716712823318,26.13314522815484,36.72671933914092
